PaperAngle,PaperStress,VMAngle,VMStress,NguygenAngle,NguyenStress,BoudardAngle,BoudardStress
,,13.7518291,173081943.2,12.06815698,156950848.4,11.95924493,163777720.4
,,13.79194142,173023758.8,12.10825887,157055393.7,11.99928946,163883510.3
,,13.83205368,172965885.5,12.14836076,157160250.2,12.03939129,163989611.3
,,13.87222329,172907389.9,12.18846265,157265106.6,12.07949307,164096023.5
,,13.91233561,172848894.3,12.22856454,157370274.2,12.1195949,164202435.7
,,13.95244792,172790709.8,12.26866643,157475441.9,12.15969667,164308848
,,13.99256024,172731903.1,12.30876826,157580920.6,12.19979851,164415571.3
,,14.03267262,172673096.3,12.34887003,157686399.4,12.23990022,164522605.8
,,14.07278493,172614289.6,12.38897187,157792189.3,12.280002,164629640.3
,,14.11289725,172555171.7,12.4290737,157898290.4,12.32010377,164736674.8
,,14.15300957,172496053.8,12.46917547,158004391.4,12.36020549,164844020.5
,,14.19312194,172436935.9,12.50922001,158110492.5,12.40030726,164951677.2
,,14.23323426,172377506.8,12.54932184,158216904.7,12.44035168,165059334
,,14.27334663,172317766.7,12.58942367,158323628.1,12.48045346,165166990.8
,,14.3135163,172258337.6,12.62952545,158430351.4,12.52055518,165274958.8
,,14.35362862,172198597.4,12.66962722,158537385.9,12.56065689,165382926.7
,,14.39374099,172138857.2,12.709729,158644420.4,12.60075861,165491205.8
,,14.43385337,172078805.9,12.74983077,158751454.9,12.64086027,165599796
,,14.47396574,172018754.6,12.78993254,158858800.6,12.68096199,165708386.3
,,14.51407812,171958392.1,12.83003426,158966146.2,12.7210637,165816976.5
,,14.55419049,171898340.8,12.87013604,159073803,12.76116542,165925877.9
,,14.59430281,171837667.1,12.91023775,159181459.8,12.80126708,166034779.3
,,14.63441518,171777304.7,12.95028223,159289427.7,12.84136874,166143991.8
,,14.67452755,171716319.9,12.99038395,159397395.7,12.88141311,166253204.3
,,14.71463993,171655646.3,13.03048561,159505674.8,12.92151477,166362728
,,14.7548096,171594661.5,13.07058733,159613953.8,12.96161643,166472251.7
,,14.79492197,171533365.6,13.11068904,159722544.1,13.00171809,166582086.5
,,14.83503435,171472069.7,13.1507907,159831134.3,13.04181969,166691921.3
,,14.87514672,171410462.6,13.19089242,159940035.7,13.08192135,166801756.1
,,14.9152591,171348855.5,13.23099408,160049248.2,13.12202295,166911902.1
,,14.95537147,171286937.3,13.27109574,160158149.6,13.1621245,167022359.2
,,14.99548384,171224707.9,13.3111974,160267673.3,13.2022261,167132816.3
,,15.03559622,171162789.7,13.35124176,160376885.8,13.2423277,167243273.5
,,15.07570859,171100249.2,13.39134342,160486720.6,13.28237195,167354041.7
,,15.11582097,171038019.9,13.43144508,160596244.3,13.32247355,167465121.1
,,15.15593334,170975168.2,13.47154669,160706079.1,13.36257516,167576200.5
,,15.19610301,170912316.6,13.51164829,160816225.1,13.40267676,167687279.9
,,15.23621533,170849464.9,13.55174995,160926371.1,13.4427783,167798670.5
,,15.2763277,170786302.1,13.59185155,161036828.2,13.48287985,167910061.1
,,15.31644008,170723139.3,13.63195315,161147285.3,13.52298139,168021762.8
,,15.35655239,170659976.5,13.67205476,161257742.4,13.56308294,168133464.5
,,15.39666477,170596502.5,13.7121563,161368510.7,13.60318443,168245477.3
,,15.43677708,170533339.7,13.7522579,161479590.1,13.64328591,168357490.2
,,15.4768894,170469554.7,13.79230221,161590669.5,13.68338746,168469503
,,15.51700177,170406080.7,13.83240376,161701748.9,13.72343165,168581827
,,15.55711409,170342295.6,13.87250536,161813139.4,13.7635332,168694151
,,15.59722641,170278510.5,13.9126069,161924530,13.80363469,168806786.1
,,15.63733872,170214414.3,13.95270845,162036231.7,13.84373617,168919421.3
,,15.67750828,170150629.2,13.99280994,162147933.4,13.8838376,169032367.6
,,15.7176206,170086532.9,14.03291148,162259946.3,13.92393909,169145313.9
,,15.75773291,170022436.7,14.07301297,162371959.1,13.96404052,169258571.3
,,15.79784517,169958340.5,14.11311452,162484283.1,14.00414201,169371828.7
,,15.83795743,169894244.2,14.153216,162596607.1,14.04424344,169485086.2
,,15.87806969,169829836.8,14.19326025,162708931.1,14.08434493,169598654.8
,,15.91818195,169765429.4,14.23336174,162821566.2,14.12438906,169712534.5
,,15.95829421,169701333.2,14.27346323,162934512.5,14.16449055,169826414.2
,,15.99840641,169637237,14.31356472,163047458.8,14.20459198,169940293.9
,,16.03851862,169572829.6,14.35366615,163160405.1,14.24469336,170054484.8
,,16.07863088,169508733.3,14.39376758,163273662.5,14.28479473,170168675.7
,,16.11880037,169444325.9,14.43386901,163387231.1,14.32489605,170283177.7
,,16.15891258,169380229.7,14.47397038,163500488.6,14.36499742,170397679.7
,,16.19902472,169315822.3,14.51407187,163614368.3,14.40509879,170512492.9
,,16.23913692,169251726.1,14.5541733,163727936.9,14.44520017,170627306.1
,,16.27924913,169187318.7,14.59427479,163841816.6,14.4853016,170742119.3
,,16.31936127,169123222.4,14.63431898,163956007.5,14.52534573,170857243.6
,,16.35947342,169058815,14.67442041,164070198.4,14.5654471,170972367.9
,,16.39958556,168994718.8,14.71452178,164184389.2,14.60554848,171087803.3
,,16.43969765,168930622.6,14.75462322,164298891.3,14.64564985,171203238.8
,,16.47980979,168866526.3,14.79472459,164413393.3,14.68575117,171318674.3
,,16.51992188,168802430.1,14.83482596,164528206.4,14.72585254,171434420.9
,,16.56003403,168738333.8,14.87492734,164643019.6,14.76595386,171550478.6
,,16.60020341,168674237.6,14.91502871,164758143.9,14.80605517,171666225.3
,,16.6403155,168610452.5,14.95513008,164873268.3,14.84615649,171782594.2
,,16.68042753,168546356.3,14.99523146,164988703.7,14.88625781,171898651.9
,,16.72053962,168482571.2,15.03527553,165104139.2,14.92630183,172015020.8
,,16.76065165,168418786.1,15.07537685,165219574.6,14.96640314,172131700.9
,,16.80076368,168355001,15.11547817,165335321.3,15.0065044,172248069.8
,,16.84087571,168291215.9,15.15557948,165451379,15.04660566,172365061
,,16.88098774,168227430.8,15.1956808,165567436.8,15.08670698,172482052.2
,,16.92109971,168163956.8,15.23578217,165683494.5,15.12680823,172599043.4
,,16.96121174,168100171.7,15.27588349,165799863.4,15.16690949,172716034.6
,,17.00132371,168036697.8,15.31598486,165916232.3,15.20701075,172833336.9
,,17.04143569,167973535,15.35608618,166032601.2,15.24711201,172950950.4
,,17.08160496,167910061.1,15.39618749,166149281.3,15.28721327,173068563.9
,,17.12171693,167846587.1,15.43623146,166266272.5,15.32725723,173186177.4
,,17.16182884,167783424.3,15.47633277,166383263.7,15.36735849,173303790.9
,,17.20194076,167720261.5,15.51643403,166500254.9,15.40745975,173421715.5
,,17.24205268,167657409.8,15.55653523,166617246.1,15.44756095,173539951.3
,,17.28216459,167594247,15.59663643,166734548.4,15.48766215,173657875.9
,,17.32227651,167531395.4,15.63673763,166852161.9,15.52776335,173776111.7
,,17.36238842,167468543.7,15.67683884,166969775.4,15.56786444,173894658.7
,,17.40250028,167405692.1,15.7169401,167087388.9,15.60796559,174012894.4
,,17.44261214,167342840.4,15.7570413,167205313.5,15.64806673,174131441.4
,,17.45264011,167327283.1,15.79714256,167323238.2,15.68816787,174250299.5
,,17.46266807,167311725.7,15.83718652,167441162.8,15.72821178,174369157.5
,,17.47773869,167288389.7,15.87728778,167559398.6,15.76831298,174488015.6
,,17.50031592,167253230.1,15.91738904,167677945.5,15.80841418,174607184.8
,,17.52283586,167218070.6,15.95749024,167796492.5,15.84851544,174726354.1
,,17.54541309,167182911,15.99759138,167915039.4,15.88861659,174845834.4
,,17.56799032,167147751.4,16.03769253,168033586.3,15.92871773,174965314.8
,,17.59056755,167112591.8,16.07779367,168152444.4,15.96881882,175084795.2
,,17.59618322,167103879.7,16.11789476,168271613.6,16.00891996,175204586.7
,,17.60185613,167095167.6,16.1579959,168390782.9,16.04902105,175324378.2
,,17.61027964,167082099.4,16.19803975,168509952.1,16.08912213,175444480.9
,,17.6230008,167062186,16.23814089,168629121.3,16.12916593,175564272.4
,,17.64202529,167032627.1,16.27824204,168748601.7,16.16926701,175684375.1
,,17.67061926,166988133.1,16.31834318,168868082.1,16.2093681,175804788.9
,,17.71073106,166926214.9,16.35844427,168987873.6,16.24946924,175925202.7
,,17.75084287,166863985.5,16.39854541,169107665.1,16.28957033,176045616.5
,,17.79095467,166802067.3,16.4386465,169227456.6,16.32967136,176166030.3
,,17.83106641,166740149.1,16.47874759,169347559.3,16.36977239,176286755.3
,,17.87117821,166678230.9,16.51884867,169467973.1,16.40987348,176407480.2
,,17.91128996,166616623.8,16.55894976,169588075.8,16.44997451,176528516.3
,,17.9514017,166554705.6,16.59899355,169708489.6,16.49001824,176649241.3
,,17.99151344,166493098.5,16.6390947,169829214.5,16.53011927,176770588.6
,,18.03162519,166431802.6,16.67919584,169949628.3,16.57022036,176891624.7
,,18.07173693,166370195.5,16.71929693,170070664.5,16.61032139,177013283.1
,,18.11184867,166308899.6,16.75939796,170191389.4,16.65042247,177134630.3
,,18.15201766,166247603.7,16.79949904,170312425.5,16.69052356,177256288.7
,,18.19212934,166186618.9,16.83960013,170433772.8,16.73062459,177377947.1
,,18.23224103,166125323,16.87970116,170554808.9,16.77072568,177499605.5
,,18.27235272,166064338.2,16.91980213,170676467.3,16.81082671,177621575.1
,,18.3124644,166003664.6,16.95990316,170797814.5,16.85092768,177743544.6
,,18.35257609,165942679.8,16.9999469,170919472.9,16.89097135,177865825.3
,,18.39268778,165882006.2,17.04004798,171041131.3,16.93107233,177988106
,,18.43279941,165821332.6,17.08014901,171163100.9,16.9711733,178110386.7
,,18.47291104,165760970.1,17.12025004,171285070.4,17.01127433,178232667.4
,,18.51302272,165700296.5,17.16035107,171407040,17.0513753,178355259.2
,,18.55313435,165639934,17.2004521,171529320.7,17.09147627,178477851.1
,,18.59324598,165579571.5,17.24055313,171651601.4,17.13157725,178600442.9
,,18.63335761,165519520.2,17.2806541,171773882,17.17167822,178723345.9
,,18.67352654,165459157.7,17.32075508,171896473.9,17.21177919,178846248.9
,,18.71363811,165399106.4,17.36079875,172019065.7,17.25182287,178969151.9
,,18.75374974,165339366.2,17.40089972,172141657.6,17.29192384,179092054.9
,,18.79386131,165279314.8,17.4410007,172264560.6,17.33202481,179215269
,,18.83397294,165219574.6,17.48110167,172387463.5,17.37212573,179338794.3
,,18.87408451,165159834.5,17.52120264,172510677.7,17.41222664,179462008.4
,,18.91419608,165100405.4,17.56130356,172633580.7,17.45232756,179585533.7
,,18.95430765,165040665.2,17.60140447,172757105.9,17.49242847,179709059
,,18.99441923,164981236.2,17.64150533,172880320.1,17.53252933,179832895.4
,,19.0345308,164921807.2,17.68160619,173003845.4,17.57263024,179956731.8
,,19.07464237,164862689.3,17.72164975,173127370.6,17.6127311,180080568.2
,,19.11475388,164803571.4,17.76175061,173251207.1,17.65277466,180204404.7
,,19.15486546,164744453.5,17.80185146,173375043.5,17.69287552,180328552.2
,,19.19503427,164685335.6,17.84195232,173498879.9,17.73297638,180452699.8
,,19.23514584,164626528.8,17.88205324,173623027.5,17.77307724,180576847.4
,,19.27525735,164567410.9,17.92215409,173746863.9,17.81317804,180700995
,,19.31536887,164508604.2,17.96225501,173871011.5,17.85327895,180825453.7
,,19.35548038,164450108.6,18.00235592,173995470.2,17.89337975,180949912.4
,,19.3955919,164391301.9,18.04245678,174119928.9,17.93348061,181074371.1
,,19.43570341,164332806.3,18.0825577,174244387.7,17.97358147,181199141
,,19.47581493,164274310.7,18.1226012,174368846.4,18.01362509,181323910.9
,,19.51592639,164216126.2,18.16270206,174493305.1,18.05372595,181448680.7
,,19.5560379,164157941.8,18.20280286,174618075,18.0938268,181573761.8
,,19.59614941,164099446.2,18.24290372,174743156,18.13392766,181698531.6
,,19.63626087,164041572.9,18.28300452,174867925.9,18.17402846,181823612.6
,,19.67637239,163983388.4,18.32310538,174993006.9,18.21412932,181948693.7
,,19.71654114,163925515.1,18.36320618,175118399,18.25423012,182074085.8
,,19.7566526,163867641.8,18.40330703,175243480,18.29433098,182199478
,,19.79676405,163809768.5,18.44340789,175368872.2,18.33443178,182324870.1
,,19.83687551,163752206.3,18.4834514,175494575.5,18.37447528,182450262.3
,,19.87698697,163694333,18.52355225,175619967.7,18.41457608,182575965.6
,,19.91709843,163636770.9,18.56365305,175745671,18.45467688,182701357.8
,,19.95720988,163579519.8,18.60375391,175871374.3,18.49477768,182827061.1
,,19.99732134,163521957.7,18.64385471,175997077.6,18.53487854,182953075.5
,,20.03743274,163464706.7,18.68395551,176123092.1,18.57497934,183078778.8
,,20.0775442,163407455.7,18.72405626,176249106.5,18.61508008,183204793.3
,,20.11765566,163350204.7,18.76415706,176375121,18.65518089,183330807.8
,,20.15776706,163292953.6,18.80425786,176501446.6,18.69528169,183456822.2
,,20.19787846,163236013.8,18.8443013,176627772.2,18.73532519,183583147.8
,,20.23804721,163179073.9,18.88440205,176754097.8,18.77542599,183709473.4
,,20.27815861,163122134,18.92450279,176880734.5,18.81552673,183835799
,,20.31827001,163065505.3,18.96460353,177007060.1,18.85562753,183962124.6
,,20.35838141,163008565.5,19.00470433,177133696.9,18.89572828,184088450.2
,,20.39849281,162951936.7,19.04480519,177260644.8,18.93582902,184215087
,,20.43860421,162895308,19.08490599,177387281.5,18.97592982,184341723.7
,,20.47871561,162838679.3,19.12500674,177514229.4,19.01603056,184468360.5
,,20.51882701,162782361.7,19.16510754,177641177.3,19.05613131,184595308.4
,,20.55893841,162726044.2,19.20515093,177768436.4,19.09617475,184721945.1
,,20.59904975,162669726.6,19.24525161,177895695.4,19.1362755,184848893
,,20.63916115,162613409,19.2853523,178022643.3,19.17637618,184975840.9
,,20.6792725,162557091.5,19.32545298,178150213.5,19.21647693,185102788.8
,,20.7193839,162501085,19.36555361,178277472.5,19.25657767,185230047.8
,,20.75949524,162445078.6,19.4056543,178405042.7,19.29667836,185356995.7
,,20.79966394,162389072.2,19.44575498,178532612.9,19.3367791,185484254.8
,,20.83977528,162333376.9,19.48585573,178660183.1,19.37687978,185611513.8
,,20.87988662,162277370.5,19.52595636,178787753.3,19.41698053,185738772.9
,,20.91999797,162221675.2,19.56599975,178915634.6,19.45702386,185866343
,,20.96010931,162165979.9,19.60610043,179043516,19.4971246,185993602.1
,,21.00022065,162110284.6,19.64620117,179171397.3,19.53722529,186121172.3
,,21.04033199,162054900.5,19.68630192,179299589.8,19.57732598,186248742.5
,,21.08044334,161999205.2,19.72640266,179427471.1,19.61742666,186376312.7
,,21.12055462,161943821.1,19.76650335,179555663.6,19.65752729,186503882.8
,,21.16066596,161888437,19.80660403,179683856.1,19.69762803,186631764.2
,,21.20077731,161833364,19.84670472,179812359.7,19.73772878,186759334.4
,,21.2108051,161819673.5,19.8868054,179940552.2,19.77782958,186887215.7
,,21.22083295,161805671.9,19.92684879,180069055.8,19.81787302,187015097
,,21.23590334,161785136.2,19.96694942,180197559.4,19.85797371,187142978.4
,,21.25848029,161754021.6,20.00704999,180326063.1,19.89807445,187270859.7
,,21.28099988,161722906.9,20.04715056,180454877.9,19.93817514,187399052.2
,,21.30357682,161692103.3,20.08725119,180583381.5,19.97827577,187526933.5
,,21.32615377,161660988.7,20.12735182,180712196.3,20.01837634,187655126
,,21.34873071,161630185.1,20.16745251,180841011,20.05847697,187783318.5
,,21.37130765,161599070.4,20.20755319,180969825.8,20.09857759,187911511
,,21.39382724,161568266.9,20.24765382,181098640.6,20.13867817,188039703.5
,,21.41640419,161537463.4,,,20.1787215,188167895.9
,,21.43898113,161506348.7,,,20.21882218,188296088.4
,,21.46155802,161475545.2,,,20.25892287,188424592.1
,,21.48413496,161444741.6,,,,
,,21.50665461,161413938.1,,,,
,,21.52923149,161383134.6,,,,
,,21.55180844,161352331,,,,
,,21.57438532,161321527.5,,,,
,,21.59690497,161291035.1,,,,
,,21.61948186,161260231.6,,,,
,,21.6420588,161229428,,,,
,,21.66463569,161198935.7,,,,
,,21.68721263,161168132.1,,,,
,,21.70973222,161137639.7,,,,
,,21.73230917,161107147.4,,,,
,,21.73798202,161099368.7,,,,
,,21.74640536,161087856.2,,,,
,,21.7591264,161070743.2,,,,
,,21.7781506,161044918,,,,
,,21.80668688,161006024.6,,,,
,,21.83528045,160967442.4,,,,
,,21.86381673,160928860.2,,,,
,,21.89241036,160890278,,,,
,,21.92094664,160851695.8,,,,
,,21.94948292,160813113.6,,,,
,,21.97807649,160774531.4,,,,
,,22.00661277,160736260.4,,,,
,,22.03520634,160697678.2,,,,
,,22.06374262,160659407.1,,,,
,,22.0922789,160620824.9,,,,
,,22.12087247,160582553.8,,,,
,,22.14940875,160544282.8,,,,
,,22.17800232,160506011.7,,,,
,,22.2065386,160467740.7,,,,
,,22.23507482,160429469.6,,,,
,,22.26366839,160391198.6,,,,
,,22.29220467,160352927.5,,,,
,,22.32079818,160314656.4,,,,
,,22.34933446,160276696.5,,,,
,,22.37787074,160238425.5,,,,
,,22.40646426,160200465.6,,,,
,,22.43500053,160162505.7,,,,
,,22.46353675,160124234.6,,,,
,,22.49213027,160086274.7,,,,
,,22.52066655,160048314.8,,,,
,,22.54926006,160010354.9,,,,
,,22.57779634,159972395,,,,
,,22.60633256,159934435.1,,,,
,,22.63492608,159896786.3,,,,
,,22.6634623,159858826.4,,,,
,,22.69205581,159820866.5,,,,
,,22.72059209,159783217.7,,,,
,,22.74912831,159745568.9,,,,
,,22.77772183,159707609,,,,
,,22.80625805,159669960.3,,,,
,,22.83485156,159632311.5,,,,
,,22.86338773,159594662.7,,,,
,,22.89192395,159557014,,,,
,,22.92051746,159519365.2,,,,
,,22.94905368,159481716.5,,,,
,,22.9775899,159444067.7,,,,
,,23.00618336,159406730.1,,,,
,,23.03471958,159369081.3,,,,
,,23.0633131,159331743.7,,,,
,,23.09184926,159294094.9,,,,
,,23.12038548,159256757.3,,,,
,,23.148979,159219108.6,,,,
,,23.17751516,159181770.9,,,,
,,23.20610862,159144433.3,,,,
,,23.23464484,159107095.7,,,,
,,23.263181,159069758.1,,,,
,,23.29177452,159032420.5,,,,
,,23.32031068,158995082.9,,,,
,,23.34890414,158958056.4,,,,
,,23.3774403,158920718.8,,,,
,,23.40597647,158883381.2,,,,
,,23.43456993,158846354.7,,,,
,,23.46310615,158809017.1,,,,
,,23.49164231,158771990.6,,,,
,,23.52023577,158734653,,,,
,,23.54877193,158697626.5,,,,
,,23.57736533,158660600,,,,
,,23.6059015,158623573.6,,,,
,,23.63443766,158586547.1,,,,
,,23.66303112,158549520.6,,,,
,,23.69156728,158512494.2,,,,
,,23.72016068,158475467.7,,,,
,,23.74869684,158438441.2,,,,
,,23.77723301,158401725.9,,,,
,,23.80582641,158364699.4,,,,
,,23.83436257,158327673,,,,
,,23.86295597,158290957.6,,,,
,,23.89149214,158253931.2,,,,
,,23.92002824,158217215.8,,,,
,,23.94862164,158180500.5,,,,
,,23.97715781,158143474.1,,,,
,,24.00569391,158106758.7,,,,
,,24.03428731,158070043.4,,,,
,,24.06282342,158033328.1,,,,
,,24.09141688,157996612.8,,,,
,,24.11995298,157959897.4,,,,
,,24.14848909,157923182.1,,,,
,,24.17708249,157886466.8,,,,
,,24.2056186,157850062.6,,,,
,,24.234212,157813347.3,,,,
,,24.2627481,157776632,,,,
,,24.29128415,157740227.8,,,,
,,24.31987755,157703512.5,,,,
,,24.34841366,157667108.3,,,,
,,24.37694977,157630704.1,,,,
,,24.40554311,157593988.8,,,,
,,24.43407922,157557584.6,,,,
,,24.46267256,157521180.4,,,,
,,24.49120867,157484776.3,,,,
,,24.51974471,157448372.1,,,,
,,24.54833812,157411967.9,,,,
,,24.57687416,157375563.7,,,,
,,24.60546756,157339159.6,,,,
,,24.63400361,157302755.4,,,,
,,24.66253966,157266351.2,,,,
,,24.69113301,157229947,,,,
,,24.71966905,157193854,,,,
,,24.7482624,157157449.8,,,,
,,24.77679845,157121356.8,,,,
,,24.8053345,157084952.6,,,,
,,24.83392784,157048859.6,,,,
,,24.86246389,157012455.4,,,,
,,24.89099994,156976362.4,,,,
,,24.91959328,156940269.4,,,,
,,24.94812933,156903865.2,,,,
,,24.97672262,156867772.2,,,,
,,25.00525866,156831679.1,,,,
,,25.03379466,156795586.1,,,,
,,25.062388,156759493.1,,,,
,,25.09092405,156723400,,,,
,,25.11951733,156687307,,,,
,,25.14805333,156651214,,,,
,,25.17658937,156615432.1,,,,
,,25.20518266,156579339.1,,,,
,,25.23371865,156543246,,,,
,,25.26225464,156507464.2,,,,
,,25.29084799,156471371.1,,,,
,,25.31938398,156435589.3,,,,
,,25.34797727,156399496.2,,,,
,,25.37651326,156363714.3,,,,
,,25.40504925,156327621.3,,,,
,,25.43364253,156291839.4,,,,
,,25.46217847,156256057.5,,,,
,,25.49077176,156220275.7,,,,
,,25.51930775,156184493.8,,,,
,,25.54784374,156148711.9,,,,
,,25.57643697,156112930,,,,
,,25.60497296,156077148.1,,,,
,,25.63350889,156041366.3,,,,
,,25.66210218,156005584.4,,,,
,,25.69063811,155969802.5,,,,
,,25.7192314,155934331.8,,,,
,,25.74776733,155898549.9,,,,
,,25.77630327,155863079.1,,,,
,,25.80489655,155827297.3,,,,
,,25.83343249,155791826.5,,,,
,,25.86202572,155756044.6,,,,
,,25.89056165,155720573.9,,,,
,,25.91909758,155684792,,,,
,,25.94769081,155649321.3,,,,
,,25.97622675,155613850.5,,,,
,,26.00476268,155578379.8,,,,
,,26.03335585,155542909.1,,,,
,,26.06189179,155507438.3,,,,
,,26.09048502,155471967.6,,,,
,,26.11902095,155436496.9,,,,
,,26.14755683,155401026.1,,,,
,,26.17615006,155365555.4,,,,
,,26.20468593,155330084.7,,,,
,,26.23327916,155294925.1,,,,
,,26.26181504,155259454.3,,,,
,,26.29035092,155223983.6,,,,
,,26.31894415,155188824,,,,
,,26.34748002,155153353.3,,,,
,,26.3760159,155118193.7,,,,
,,26.40460907,155082723,,,,
,,26.43314495,155047563.4,,,,
,,26.46173812,155012403.8,,,,
,,26.490274,154976933,,,,
,,26.51880987,154941773.5,,,,
,,26.54740305,154906613.9,,,,
,,26.57593892,154871454.3,,,,
,,26.60453204,154836294.7,,,,
,,26.63306791,154801135.1,,,,
,,26.66160379,154765975.5,,,,
,,26.69019691,154730815.9,,,,
,,26.71873278,154695656.3,,,,
,,26.7472686,154660807.9,,,,
,,26.77586172,154625648.3,,,,
,,26.80439759,154590488.7,,,,
,,26.83299071,154555640.3,,,,
,,26.86152653,154520480.7,,,,
,,26.89006235,154485321.1,,,,
,,26.91865546,154450472.6,,,,
,,26.94719134,154415313.1,,,,
,,26.9757271,154380464.6,,,,
,,27.00432021,154345616.2,,,,
,,27.03285603,154310456.6,,,,
,,27.06144915,154275608.1,,,,
,,27.08998497,154240759.7,,,,
,,27.11852079,154205911.3,,,,
,,27.14711384,154171062.8,,,,
,,27.17564966,154136214.4,,,,
,,27.20424272,154101365.9,,,,
,,27.23277854,154066517.5,,,,
,,27.2613143,154031669.1,,,,
,,27.28990742,153996820.6,,,,
,,27.31844318,153961972.2,,,,
,,27.34697894,153927434.9,,,,
,,27.375572,153892586.4,,,,
,,27.40410776,153857738,,,,
,,27.43270082,153823200.7,,,,
,,27.46123658,153788352.3,,,,
,,27.48977234,153753503.8,,,,
,,27.5183654,153718966.5,,,,
,,27.54690116,153684429.2,,,,
,,27.57549422,153649891.9,,,,
,,27.60402992,153615043.5,,,,
,,27.63256569,153580506.2,,,,
,,27.66115869,153545968.9,,,,
,,27.68969445,153511431.6,,,,
,,27.71823015,153476583.2,,,,
,,27.74682321,153442045.9,,,,
,,27.77535892,153407508.6,,,,
,,27.80395192,153372971.3,,,,
,,27.83248762,153338434,,,,
,,27.86102333,153304207.8,,,,
,,27.88961633,153269670.5,,,,
,,27.91815203,153235133.2,,,,
,,27.94668773,153200595.9,,,,
,,27.97528074,153166058.6,,,,
,,28.00381644,153131832.5,,,,
,,28.03240938,153097295.2,,,,
,,28.06094509,153062757.9,,,,
,,28.08948079,153028531.8,,,,
,,28.11807374,152993994.5,,,,
,,28.14660944,152959768.3,,,,
,,28.17520238,152925542.2,,,,
,,28.20373803,152891004.9,,,,
,,28.23227373,152856778.7,,,,
,,28.26086668,152822552.6,,,,
,,28.28940233,152788015.3,,,,
,,28.31793797,152753789.1,,,,
,,28.34653092,152719563,,,,
,,28.37506656,152685336.8,,,,
,,28.40365951,152651110.7,,,,
,,28.43219515,152616884.5,,,,
,,28.4607308,152582658.4,,,,
,,28.48932369,152548432.2,,,,
,,28.51785933,152514206.1,,,,
,,28.54639498,152479979.9,,,,
,,28.57498787,152446064.9,,,,
,,28.60352351,152411838.8,,,,
,,28.6321164,152377612.6,,,,
,,28.66065199,152343697.6,,,,
,,28.68918764,152309471.5,,,,
,,28.71778052,152275245.4,,,,
,,28.73921086,152249731.3,,,,
,,28.76058391,152224217.3,,,,
,,28.78201425,152198703.2,,,,
,,28.80344459,152173189.2,,,,
,,28.82487493,152147675.2,,,,
,,28.84624797,152122161.1,,,,
,,28.86767831,152096647.1,,,,
,,28.88910866,152071133,,,,
,,28.910539,152045619,,,,
,,28.93196934,152020105,,,,
,,28.95334238,151994590.9,,,,
,,28.97477272,151969076.9,,,,
,,28.99620306,151943562.9,,,,
,,29.01763334,151918360,,,,
,,29.03906369,151892845.9,,,,
,,29.06043673,151867331.9,,,,
,,29.08186701,151841817.9,,,,
,,29.10329735,151816615,,,,
,,29.12472769,151791100.9,,,,
,,29.14610068,151765586.9,,,,
,,29.16753102,151740384,,,,
,,29.1889613,151714870,,,,
,,29.21039164,151689355.9,,,,
,,29.23182193,151664153,,,,
,,29.25319497,151638639,,,,
,,29.27462526,151613125,,,,
,,29.29605554,151587922.1,,,,
,,29.31748588,151562719.2,,,,
,,29.33885887,151537205.1,,,,
,,29.36028915,151512002.2,,,,
,,29.38171943,151486488.2,,,,
,,29.40314977,151461285.3,,,,
,,29.42458006,151435771.3,,,,
,,29.44595304,151410568.4,,,,
,,29.46738333,151385365.5,,,,
,,29.48881361,151359851.5,,,,
,,29.51024389,151334648.6,,,,
,,29.53167418,151309445.7,,,,
,,29.55304716,151284242.8,,,,
,,29.57447745,151258728.7,,,,
,,29.59590773,151233525.9,,,,
,,29.61733801,151208323,,,,
,,29.638711,151183120.1,,,,
,,29.66014128,151157917.2,,,,
,,29.68157157,151132714.3,,,,
,,29.70300179,151107511.4,,,,
,,29.72443208,151081997.4,,,,
,,29.74580506,151056794.5,,,,
,,29.76723535,151031591.6,,,,
,,29.78866557,151006388.7,,,,
,,29.81009585,150981185.8,,,,
,,29.83146878,150956294.1,,,,
,,29.85289901,150931091.2,,,,
,,29.87432924,150905888.3,,,,
,,29.89575946,150880685.4,,,,
,,29.91718969,150855482.5,,,,
,,29.93856262,150830590.7,,,,
,,29.95999284,150805387.9,,,,
,,29.98142307,150780496.1,,,,
,,30.00285324,150755293.2,,,,
,,30.02422617,150730401.5,,,,
,,30.04565634,150705198.6,,,,
,,30.06708651,150680306.8,,,,
,,30.08851667,150655415.1,,,,
,,30.1099469,150630212.2,,,,
,,30.13131977,150605320.5,,,,
,,30.15274988,150580428.7,,,,
,,30.17418005,150555537,,,,
,,30.19561022,150530645.2,,,,
,,30.21704039,150505753.5,,,,
,,30.2384132,150481172.9,,,,
,,30.25984337,150456281.1,,,,
,,30.28127348,150431389.4,,,,
,,30.30270365,150406808.8,,,,
,,30.32407647,150381917.1,,,,
,,30.34550658,150357025.3,,,,
,,30.36693675,150332444.7,,,,
,,30.38836686,150307864.1,,,,
,,30.40979697,150282972.4,,,,
,,30.43116979,150258391.8,,,,
,,30.4525999,150233811.2,,,,
,,30.47402995,150209230.6,,,,
,,30.49546006,150184650,,,,
,,30.51689017,150160069.4,,,,
,,30.53826293,150135488.8,,,,
,,30.55969304,150110908.2,,,,
,,30.5811231,150086327.6,,,,
,,30.60255321,150061747,,,,
