PaperExtension,PaperStress,VMExtension,VMStress,NguyenExtension,NguyenStress,BoudardExtension,BoudardStress
,,0.023844954,43226840.99,0.000281719,40116038.87,0.003862361,41919479.49
,,0.023861,43212199.64,0.00033894,40149258.15,0.003825491,41954080.02
,,0.023877045,43197627.36,0.000396467,40182546.48,0.003788345,41988749.62
,,0.023892993,43182916.95,0.000454285,40215903.88,0.003750943,42023488.28
,,0.023909038,43168206.55,0.000512409,40249330.35,0.003713274,42058296
,,0.023925084,43153496.14,0.000570837,40282825.88,0.003675347,42093103.72
,,0.023941228,43138785.73,0.000629571,40316390.47,0.003637156,42128049.57
,,0.023957274,43123937.2,0.000688594,40350024.12,0.003598686,42162995.42
,,0.023973319,43109157.73,0.000747907,40383726.83,0.003559959,42198010.33
,,0.023989463,43094309.2,0.000807526,40417429.55,0.003520973,42233094.31
,,0.024005509,43079460.67,0.000867445,40451201.33,0.003481729,42268178.28
,,0.024021653,43064543.07,0.000927659,40485042.17,0.003442219,42303331.32
,,0.024037797,43049625.48,0.000988179,40518952.08,0.003402453,42338553.42
,,0.024053942,43034638.82,0.001048975,40552861.98,0.003362418,42373844.58
,,0.024070184,43019652.16,0.001110069,40586840.95,0.003322137,42409135.75
,,0.024086328,43004665.5,0.001171448,40620819.92,0.003281598,42444565.04
,,0.024102571,42989540.72,0.001233124,40654798.88,0.003240803,42479994.33
,,0.024118715,42974484.99,0.001295086,40688915.98,0.003199759,42515423.62
,,0.024134958,42959429.27,0.001357334,40723033.07,0.00315846,42550991.03
,,0.0241512,42944235.43,0.001419858,40757150.16,0.003116902,42586558.45
,,0.024167541,42929041.58,0.001482687,40791405.38,0.003075107,42622194.92
,,0.024183784,42913916.79,0.001545793,40825660.6,0.003033054,42657831.4
,,0.024200125,42898584.82,0.001609185,40859984.89,0.002990744,42693536.94
,,0.024216466,42883321.91,0.001672873,40894309.17,0.002948187,42729311.55
,,0.024232807,42867989.94,0.001736846,40928771.58,0.002905373,42765086.15
,,0.024249148,42852588.9,0.001801105,40963233.98,0.002862302,42800929.82
,,0.024265587,42837118.8,0.001865642,40997765.46,0.002819002,42836842.55
,,0.024282027,42821648.7,0.001930464,41032365.99,0.002775437,42872755.28
,,0.024298467,42806178.6,0.001995582,41066966.52,0.002731624,42908806.14
,,0.024314906,42790639.44,0.002060975,41101636.12,0.002687565,42944856.99
,,0.024331445,42775031.22,0.002126647,41136374.78,0.00264325,42980976.91
,,0.024347886,42759422.99,0.002192594,41171113.44,0.002598706,43017165.89
,,0.024364523,42743745.7,0.002258816,41205852.1,0.002553923,43053354.87
,,0.024381062,42728068.42,0.002325335,41240728.89,0.002508888,43089612.92
,,0.0243976,42712322.06,0.002392121,41275605.67,0.002463612,43125940.03
,,0.024414237,42696575.71,0.002459183,41310482.46,0.0024181,43162267.13
,,0.024430875,42680760.3,0.002526522,41345428.31,0.00237234,43198663.31
,,0.024447512,42664944.89,0.002594117,41380443.22,0.002326351,43235128.54
,,0.024464148,42649129.47,0.002661998,41415458.13,0.002280114,43271593.77
,,0.024480785,42633245,0.002730156,41450542.11,0.002233657,43308059.01
,,0.02449752,42617360.52,0.00279858,41485695.14,0.002186954,43344593.3
,,0.024514157,42601476.04,0.002867281,41520848.18,0.002140002,43381127.6
,,0.024530891,42585522.5,0.002936237,41556070.28,0.002092825,43417730.96
,,0.024547626,42569568.96,0.003005463,41591292.38,0.002045417,43454403.38
,,0.024564459,42553615.42,0.003074963,41626583.55,0.001997775,43491075.8
,,0.024581194,42537592.82,0.003144739,41661874.71,0.001949894,43527817.29
,,0.024597928,42521570.22,0.003214791,41697234.94,0.001901778,43564627.84
,,0.024614761,42505547.62,0.00328511,41732664.23,0.001853433,43601438.39
,,0.024631496,42489525.01,0.003355685,41768093.52,0.001804853,43638387.06
,,0.024648329,42473502.41,0.003426537,41803591.87,0.001756046,43675335.73
,,0.024665064,42457410.74,0.003497646,41839159.28,0.001707011,43712353.47
,,0.024681897,42441388.14,0.00356902,41874726.7,0.001657748,43749371.21
,,0.02469873,42425296.48,0.003640668,41910363.18,0.001608249,43786458.01
,,0.024715564,42409273.87,0.003712566,41945999.66,0.00155854,43823544.81
,,0.024732397,42393182.21,0.003784729,41981705.2,0.001508584,43860700.67
,,0.02474923,42377090.54,0.003857149,42017479.8,0.001458418,43897856.53
,,0.024766063,42361067.94,0.003929826,42053254.41,0.001408016,43935081.46
,,0.024782897,42344976.27,0.004002759,42089029.01,0.001357414,43972306.39
,,0.02479973,42328953.67,0.00407594,42124872.68,0.001306575,44009600.38
,,0.024816563,42312862.01,0.004149388,42160785.41,0.001255529,44046894.36
,,0.024833396,42296770.34,0.004223083,42196629.07,0.001204254,44084188.35
,,0.02485023,42280747.74,0.004297025,42232541.8,0.001152768,44121620.47
,,0.024867161,42264725.13,0.004371224,42268454.53,0.001101063,44158983.52
,,0.024883995,42248633.47,0.004445689,42304436.33,0.001049139,44196484.7
,,0.024900828,42232610.87,0.004520391,42340487.18,0.000996998,44233985.88
,,0.024917661,42216588.26,0.00459534,42376538.04,0.000944648,44271487.05
,,0.024934593,42200565.66,0.004670553,42412588.89,0.000892083,44309057.29
,,0.024951426,42184543.06,0.004746014,42448777.88,0.000839301,44346696.6
,,0.024968358,42168520.46,0.004821721,42484966.86,0.000786305,44384335.9
,,0.024985191,42152566.92,0.004897685,42521224.9,0.000733094,44422044.27
,,0.025002024,42136544.31,0.004973895,42557482.95,0.000679677,44459752.63
,,0.025018956,42120590.77,0.00505035,42593810.06,0.000626044,44497461
,,0.025035789,42104637.23,0.005127044,42630137.16,0.000572198,44535307.49
,,0.02505272,42088683.69,0.005203994,42666533.33,0.00051814,44573084.92
,,0.025069554,42072730.15,0.0052812,42702998.57,0.00046388,44611000.48
,,0.025086485,42056845.68,0.005358633,42739463.8,0.000409421,44648846.97
,,0.025103319,42040961.2,0.005436304,42775859.97,0.00035476,44686762.53
,,0.02512025,42025007.66,0.005514223,42812325.21,0.000299894,44724747.14
,,0.025137083,42009192.25,0.005592369,42848859.5,0.000244818,44762731.76
,,0.025154015,41993307.77,0.005670762,42885393.8,0.000189541,44800785.44
,,0.025170848,41977492.36,0.005749382,42921928.1,0.000134061,44838839.13
,,0.02518778,41961607.88,0.005828248,42958531.45,7.84E-05,44876892.81
,,0.025204613,41945861.53,0.005907342,42995134.81,2.25E-05,44914946.49
,,0.025221544,41930046.12,0.005986672,43031807.24,3.35E-05,44953069.23
,,0.025238378,41914299.76,0.006066219,43068479.66,8.98E-05,44991261.04
,,0.025255309,41898553.41,0.006146014,43105152.08,0.000146237,45029383.78
,,0.025272142,41882807.06,0.006226034,43141893.57,0.000202888,45067575.59
,,0.025289074,41867060.71,0.006306275,43178635.05,0.000259726,45105767.4
,,0.025305907,41851383.42,0.00638675,43215445.6,0.00031676,45144028.27
,,0.025309846,41835706.14,0.006467443,43252256.15,0.000373982,45182289.14
,,0.025314079,41831838.61,0.006548372,43289135.76,0.000431388,45220619.07
,,0.025320478,41827902.02,0.00662951,43326015.37,0.000488978,45258949
,,0.025330026,41822031.67,0.006710884,43362964.05,0.000546759,45297278.94
,,0.025339574,41813260.68,0.006792485,43399912.72,0.000604733,45335677.93
,,0.025349025,41804420.62,0.006874293,43436861.39,0.000662883,45374076.93
,,0.025358573,41795649.63,0.006956339,43473879.13,0.00072121,45412544.99
,,0.025368023,41786878.64,0.007038592,43510896.87,0.000779718,45451082.11
,,0.025370288,41778107.64,0.007121071,43547914.61,0.000838418,45489550.17
,,0.025372651,41775966.69,0.007203758,43585001.41,0.000897295,45528156.35
,,0.025376194,41773756.68,0.007286653,43622088.21,0.000956352,45566693.48
,,0.025381608,41770441.66,0.007369756,43659244.07,0.00101558,45605299.66
,,0.02538968,41765538.19,0.007453085,43696330.87,0.001074985,45643905.85
,,0.025401788,41758148.45,0.00753664,43733486.73,0.001134568,45682512.03
,,0.025418718,41747029.32,0.007620394,43770711.66,0.001194339,45721118.22
,,0.02543565,41731490.16,0.007704344,43807936.58,0.00125428,45759793.46
,,0.025452483,41715950.99,0.007788523,43845161.51,0.001314378,45798468.71
,,0.025469415,41700480.9,0.007872908,43882455.5,0.001374656,45837213.02
,,0.025486346,41685010.8,0.007957501,43919680.42,0.001435094,45875888.27
,,0.025503179,41669540.7,0.008042311,43957043.48,0.001495708,45914632.58
,,0.025520111,41654070.6,0.008127339,43994337.47,0.00155649,45953376.89
,,0.025536944,41638669.56,0.008212554,44031700.52,0.001617451,45992190.26
,,0.025553875,41623268.53,0.008297968,44069063.57,0.00167857,46031003.64
,,0.025570807,41607867.49,0.008383589,44106426.62,0.001739857,46069886.07
,,0.02558764,41592535.52,0.008469425,44143858.74,0.001801302,46108768.51
,,0.025604571,41577203.54,0.008555459,44181359.91,0.001862906,46147720.01
,,0.025621503,41561871.57,0.008641701,44218792.03,0.00192468,46186602.45
,,0.025638336,41546608.66,0.00872813,44256293.21,0.001986621,46225553.95
,,0.025655267,41531345.75,0.008814756,44293863.45,0.002048721,46264505.45
,,0.025672199,41516082.84,0.008901589,44331433.69,0.002110981,46303456.95
,,0.025689032,41500888.99,0.00898862,44369003.93,0.002173381,46342477.51
,,0.025705964,41485626.08,0.00907584,44406574.17,0.002235939,46381429.01
,,0.025722895,41470432.23,0.009163256,44444144.41,0.002298665,46420449.57
,,0.025739827,41455307.45,0.00925087,44481783.71,0.002361531,46459470.13
,,0.02575666,41440182.67,0.009338672,44519423.02,0.002424553,46498559.76
,,0.025773591,41425057.88,0.009426671,44557062.32,0.002487727,46537580.32
,,0.025790523,41409933.1,0.00951483,44594701.62,0.002551058,46576669.95
,,0.025807454,41394877.37,0.009603177,44632271.86,0.002614529,46615759.57
,,0.025824386,41379821.65,0.009691721,44669911.17,0.002678149,46654849.2
,,0.025841219,41364765.93,0.009780413,44707619.53,0.002741897,46693938.82
,,0.025858151,41349779.27,0.009869333,44745327.9,0.002805795,46733097.51
,,0.025875082,41334792.61,0.00995845,44783036.27,0.002869833,46772256.2
,,0.025892014,41319805.96,0.010047765,44820744.63,0.002934008,46811414.89
,,0.025908945,41304888.36,0.010137179,44858453,0.002998333,46850573.58
,,0.025925877,41289970.77,0.01022679,44896230.43,0.003062797,46889732.26
,,0.025942808,41275053.17,0.0103166,44934007.86,0.003127391,46928890.95
,,0.02595974,41260135.57,0.010406607,44971854.35,0.003192115,46968118.7
,,0.025976671,41245287.04,0.010496713,45009631.78,0.003256976,47007346.45
,,0.025993603,41230438.51,0.010587113,45047478.27,0.003321977,47046574.21
,,0.026010535,41215659.04,0.010677613,45085393.83,0.003387098,47085801.96
,,0.026027466,41200810.51,0.010768212,45123240.32,0.003452347,47125029.71
,,0.026044398,41186031.04,0.010859107,45161155.88,0.003517735,47164326.52
,,0.026061329,41171320.63,0.010950101,45199071.43,0.003583252,47203623.34
,,0.026078261,41156541.16,0.011041294,45236917.93,0.003648898,47242920.15
,,0.026095291,41141830.75,0.011132586,45274833.48,0.003714654,47282147.9
,,0.026112222,41127120.35,0.011224075,45312749.04,0.00378053,47321444.72
,,0.026129154,41112479,0.011315762,45350664.59,0.003846533,47360810.59
,,0.026146085,41097837.66,0.011407548,45388580.15,0.003912656,47400107.41
,,0.026163115,41083196.32,0.011499531,45426495.7,0.003978909,47439473.29
,,0.026180047,41068554.97,0.011591713,45464480.32,0.004045273,47478770.1
,,0.026196978,41053982.69,0.011683992,45502464.94,0.004111745,47518135.98
,,0.02621391,41039410.41,0.011776372,45540449.56,0.004178328,47557432.79
,,0.02623094,41024838.13,0.011868948,45578365.11,0.004245031,47596798.67
,,0.026247871,41010334.91,0.011961722,45616418.79,0.004311843,47636095.48
,,0.026264901,40995831.69,0.012054693,45654403.41,0.004378773,47675461.36
,,0.026281833,40981328.48,0.012147764,45692457.09,0.004445802,47714896.3
,,0.026298863,40966894.32,0.012240935,45730441.71,0.004512942,47754193.11
,,0.026315794,40952391.1,0.012334302,45768495.39,0.0045802,47793628.05
,,0.026332824,40937956.95,0.01242777,45806549.07,0.004647556,47832993.93
,,0.026349756,40923591.86,0.012521433,45844602.76,0.004715003,47872428.87
,,0.026366785,40909157.7,0.012615294,45882656.44,0.00478257,47911863.81
,,0.026383717,40894792.61,0.012709255,45920710.12,0.004850236,47951229.69
,,0.026400747,40880427.52,0.012803314,45958832.86,0.004917993,47990664.63
,,0.026417777,40866131.49,0.012897571,45996886.54,0.004985859,48030030.51
,,0.026434708,40851766.4,0.012991927,46034940.23,0.005053824,48069465.45
,,0.026451738,40837470.37,0.013086481,46073062.97,0.005121889,48108900.39
,,0.026468768,40823243.4,0.013181134,46111116.65,0.005190043,48148335.33
,,0.026485798,40808947.37,0.013275983,46149239.4,0.005258298,48187701.2
,,0.026502729,40794720.41,0.013370835,46187362.14,0.005326634,48227136.14
,,0.026519759,40780493.44,0.013465981,46225484.88,0.005395068,48266571.08
,,0.026536789,40766335.54,0.013561129,46263538.56,0.005463594,48306006.02
,,0.026553819,40752108.57,0.013656473,46301661.31,0.005532198,48345371.9
,,0.026570849,40737950.67,0.013751919,46339784.05,0.005600882,48384806.84
,,0.026587879,40723792.76,0.013847463,46377906.8,0.005669666,48424241.78
,,0.026604909,40709634.86,0.013943203,46416098.6,0.005738529,48463676.72
,,0.026621938,40695546.02,0.014039043,46454221.35,0.005807464,48503042.6
,,0.026638968,40681457.18,0.014134984,46492344.09,0.005876461,48542477.54
,,0.026656097,40667368.34,0.014231121,46530466.84,0.005945547,48581843.42
,,0.026673126,40653348.56,0.014327259,46568520.52,0.006014722,48621209.29
,,0.026690156,40639259.72,0.014423594,46606643.26,0.006083957,48660644.23
,,0.026707186,40625239.94,0.01452003,46644766.01,0.006153262,48700079.17
,,0.026724216,40611220.17,0.014616564,46682888.75,0.006222647,48739445.05
,,0.026741344,40597269.45,0.014713295,46721011.5,0.0062921,48778810.93
,,0.026758374,40583249.68,0.014810028,46759134.24,0.006361625,48818245.87
,,0.026775404,40569298.96,0.014906958,46797256.98,0.00643122,48857611.75
,,0.026792532,40555348.25,0.015003986,46835379.73,0.006500857,48896977.62
,,0.026809562,40541466.6,0.015101115,46873502.47,0.006570575,48936343.5
,,0.02682669,40527584.94,0.015198343,46911625.22,0.006640343,48975640.31
,,0.02684372,40513634.23,0.015295668,46949747.96,0.006710189,49015006.19
,,0.026860849,40499821.64,0.015393094,46987870.71,0.006780078,49054372.07
,,0.026877878,40485939.99,0.01549062,47025993.45,0.006850017,49093668.88
,,0.026895007,40472127.4,0.015588245,47064116.19,0.006920017,49132965.7
,,0.026899044,40458245.75,0.015685969,47102169.87,0.006990067,49172262.51
,,0.026903277,40454861.67,0.015783791,47140292.62,0.007060167,49211559.33
,,0.026909774,40451408.52,0.015881714,47178346.3,0.0071303,49250856.14
,,0.02691942,40446228.8,0.015979638,47216399.98,0.007200494,49290083.89
,,0.026929067,40438493.75,0.016077759,47254453.66,0.007270736,49329311.64
,,0.026938616,40430689.64,0.016175978,47292507.34,0.007341022,49368539.39
,,0.026948263,40422954.59,0.0162742,47330561.03,0.007411358,49407767.15
,,0.02695791,40415219.54,0.01637252,47368545.64,0.007481722,49446994.9
,,0.026967458,40407484.49,0.016471037,47406599.33,0.007552138,49486222.65
,,0.026977105,40399749.44,0.016569555,47444583.94,0.007622585,49525381.34
,,0.026986752,40392014.39,,,0.007693084,49564540.02
,,0.026996399,40384279.34,,,0.007763603,49603698.71
,,0.027005947,40376613.35,,,0.007834161,49642857.4
,,0.027015594,40368878.3,,,,
,,0.027025241,40361143.25,,,,
,,0.027034888,40353477.27,,,,
,,0.027044437,40345742.22,,,,
,,0.027054084,40338076.23,,,,
,,0.027063731,40330410.24,,,,
,,0.027073377,40322675.19,,,,
,,0.027083024,40315009.21,,,,
,,0.027092671,40307343.22,,,,
,,0.02710222,40299677.23,,,,
,,0.027111867,40292011.25,,,,
,,0.027121514,40284345.26,,,,
,,0.027123779,40276748.34,,,,
,,0.027127421,40274814.57,,,,
,,0.027132933,40271913.93,,,,
,,0.027141103,40267632.03,,,,
,,0.027153309,40261140.11,,,,
,,0.027165515,40251471.3,,,,
,,0.027177721,40241802.49,,,,
,,0.027189928,40232202.74,,,,
,,0.027202134,40222533.93,,,,
,,0.02721434,40212865.12,,,,
,,0.027226645,40203265.37,,,,
,,0.027238851,40193596.55,,,,
,,0.027251058,40183996.81,,,,
,,0.027263264,40174397.06,,,,
,,0.02727547,40164797.31,,,,
,,0.027287677,40155197.56,,,,
,,0.027299883,40145597.81,,,,
,,0.027312089,40135998.06,,,,
,,0.027324295,40126467.37,,,,
,,0.0273366,40116867.63,,,,
,,0.027348806,40107336.94,,,,
,,0.027361013,40097737.19,,,,
,,0.027373219,40088206.5,,,,
,,0.027385524,40078675.82,,,,
,,0.02739773,40069145.13,,,,
,,0.027409936,40059614.45,,,,
,,0.027422241,40050083.76,,,,
,,0.027434447,40040553.07,,,,
,,0.027446654,40031022.39,,,,
,,0.027458958,40021560.76,,,,
,,0.027471165,40012030.08,,,,
,,0.027483371,40002568.46,,,,
,,0.027495675,39993106.83,,,,
,,0.027507882,39983576.15,,,,
,,0.027520187,39974114.52,,,,
,,0.027532393,39964652.9,,,,
,,0.027544697,39955191.28,,,,
,,0.027556904,39945798.72,,,,
,,0.027569208,39936337.09,,,,
,,0.027581415,39926875.47,,,,
,,0.027593719,39917482.91,,,,
,,0.027606024,39908021.29,,,,
,,0.02761823,39898628.73,,,,
,,0.027630535,39889236.17,,,,
,,0.027642741,39879774.54,,,,
,,0.027655046,39870381.98,,,,
,,0.027667351,39860989.42,,,,
,,0.027679655,39851596.86,,,,
,,0.027691862,39842273.37,,,,
,,0.027704166,39832880.81,,,,
,,0.027716471,39823488.25,,,,
,,0.027728776,39814164.75,,,,
,,0.027740982,39804772.19,,,,
,,0.027753287,39795448.69,,,,
,,0.027765591,39786056.13,,,,
,,0.027777896,39776732.63,,,,
,,0.027790201,39767409.14,,,,
,,0.027802505,39758085.64,,,,
,,0.027814712,39748762.14,,,,
,,0.027827016,39739438.64,,,,
,,0.027839321,39730115.15,,,,
,,0.027851626,39720860.71,,,,
,,0.02786393,39711537.22,,,,
,,0.027876235,39702213.72,,,,
,,0.02788854,39692959.28,,,,
,,0.027900844,39683635.79,,,,
,,0.027913149,39674381.35,,,,
,,0.027925552,39665126.92,,,,
,,0.027937857,39655872.48,,,,
,,0.027950161,39646618.05,,,,
,,0.027962466,39637363.62,,,,
,,0.027974771,39628109.18,,,,
,,0.027987075,39618854.75,,,,
,,0.02799938,39609600.31,,,,
,,0.028011783,39600345.88,,,,
,,0.028024088,39591160.51,,,,
,,0.028036392,39581906.07,,,,
,,0.028048697,39572720.7,,,,
,,0.0280611,39563466.27,,,,
,,0.028073405,39554280.9,,,,
,,0.028085808,39545095.52,,,,
,,0.028098113,39535841.09,,,,
,,0.028110417,39526655.72,,,,
,,0.02812282,39517470.35,,,,
,,0.028135125,39508284.98,,,,
,,0.028147528,39499099.6,,,,
,,0.028159833,39489983.3,,,,
,,0.028172236,39480797.93,,,,
,,0.028184541,39471612.55,,,,
,,0.028196944,39462427.18,,,,
,,0.028209347,39453310.87,,,,
,,0.028221651,39444125.5,,,,
,,0.028234054,39435009.19,,,,
,,0.028246359,39425892.89,,,,
,,0.028258762,39416707.51,,,,
,,0.028271165,39407591.21,,,,
,,0.02828347,39398474.9,,,,
,,0.028295873,39389358.59,,,,
,,0.028308276,39380242.28,,,,
,,0.028320679,39371125.97,,,,
,,0.028332984,39362009.66,,,,
,,0.028345387,39352962.42,,,,
,,0.02835779,39343846.11,,,,
,,0.028370193,39334729.8,,,,
,,0.028382596,39325682.56,,,,
,,0.028394999,39316566.25,,,,
,,0.028407402,39307519,,,,
,,0.028419805,39298402.69,,,,
,,0.028432208,39289355.45,,,,
,,0.028444611,39280239.14,,,,
,,0.028457014,39271191.89,,,,
,,0.028469417,39262144.65,,,,
,,0.028481919,39253097.4,,,,
,,0.028494322,39244050.16,,,,
,,0.028506725,39235002.91,,,,
,,0.028519128,39225955.67,,,,
,,0.028531531,39216908.42,,,,
,,0.028544033,39207861.18,,,,
,,0.028556436,39198882.99,,,,
,,0.028568839,39189835.75,,,,
,,0.028581242,39180788.5,,,,
,,0.028593743,39171810.32,,,,
,,0.028606146,39162763.08,,,,
,,0.028618549,39153784.89,,,,
,,0.028631051,39144806.71,,,,
,,0.028643454,39135759.46,,,,
,,0.028655857,39126781.28,,,,
,,0.028668358,39117803.1,,,,
,,0.028680761,39108824.92,,,,
,,0.028693263,39099846.73,,,,
,,0.028705666,39090868.55,,,,
,,0.028718069,39081890.37,,,,
,,0.02873057,39072912.19,,,,
,,0.028742973,39064003.07,,,,
,,0.028755475,39055024.89,,,,
,,0.028767878,39046046.7,,,,
,,0.028780379,39037137.58,,,,
,,0.028792782,39028159.4,,,,
,,0.028805284,39019250.28,,,,
,,0.028817785,39010341.16,,,,
,,0.028830188,39001362.98,,,,
,,0.02884269,38992453.86,,,,
,,0.028855191,38983544.74,,,,
,,0.028867594,38974566.56,,,,
,,0.028880096,38965726.5,,,,
,,0.028892499,38956817.38,,,,
,,0.028905,38947908.26,,,,
,,0.028917502,38938999.14,,,,
,,0.028930003,38930090.02,,,,
,,0.028942406,38921180.9,,,,
,,0.028954908,38912340.85,,,,
,,0.028967409,38903431.73,,,,
,,0.028979911,38894522.61,,,,
,,0.028992412,38885682.55,,,,
,,0.029004815,38876773.43,,,,
,,0.029017316,38867933.37,,,,
,,0.029029818,38859093.32,,,,
,,0.029042319,38850184.2,,,,
,,0.029054821,38841344.14,,,,
,,0.029067322,38832504.08,,,,
,,0.029079824,38823664.03,,,,
,,0.029092325,38814823.97,,,,
,,0.029104728,38805983.91,,,,
,,0.02911723,38797143.86,,,,
,,0.029129731,38788303.8,,,,
,,0.029142232,38779463.74,,,,
,,0.029154734,38770692.75,,,,
,,0.029167235,38761852.69,,,,
,,0.029179737,38753012.64,,,,
,,0.029192337,38744241.64,,,,
,,0.029204838,38735401.59,,,,
,,0.029217339,38726630.59,,,,
,,0.029229841,38717859.6,,,,
,,0.029242342,38709019.54,,,,
,,0.029254844,38700248.55,,,,
,,0.029267345,38691477.56,,,,
,,0.029279847,38682706.56,,,,
,,0.029292446,38673935.57,,,,
,,0.029304948,38665164.58,,,,
,,0.029317449,38656393.58,,,,
,,0.029329951,38647622.59,,,,
,,0.029342452,38638851.59,,,,
,,0.029355052,38630080.6,,,,
,,0.029367553,38621309.61,,,,
,,0.029380055,38612607.68,,,,
,,0.029392655,38603836.68,,,,
,,0.029405156,38595065.69,,,,
,,0.029417657,38586363.76,,,,
,,0.029430257,38577592.76,,,,
,,0.029442759,38568890.83,,,,
,,0.02945526,38560188.9,,,,
,,0.02946786,38551417.91,,,,
,,0.029480361,38542715.98,,,,
,,0.029492961,38534014.05,,,,
,,0.029505463,38525312.12,,,,
,,0.029517964,38516610.19,,,,
,,0.029530564,38507908.26,,,,
,,0.029543065,38499206.32,,,,
,,0.029555665,38490504.39,,,,
,,0.029568166,38481802.46,,,,
,,0.029580766,38473100.53,,,,
,,0.029593366,38464398.6,,,,
,,0.029605868,38455765.73,,,,
,,0.029618467,38447063.8,,,,
,,0.029630969,38438361.87,,,,
,,0.029643569,38429729,,,,
,,0.029656169,38421027.07,,,,
,,0.02966867,38412394.21,,,,
,,0.02968127,38403761.34,,,,
,,0.02969387,38395059.41,,,,
,,0.029706469,38386426.54,,,,
,,0.029718971,38377793.67,,,,
,,0.029731571,38369160.8,,,,
,,0.029744171,38360527.94,,,,
,,0.02975677,38351895.07,,,,
,,0.02976937,38343262.2,,,,
,,0.02978197,38334629.33,,,,
,,0.02979457,38325996.46,,,,
,,0.02980717,38317363.6,,,,
,,0.02981977,38308730.73,,,,
,,0.02983237,38300097.86,,,,
,,0.029844969,38291464.99,,,,
,,0.029857569,38282901.19,,,,
,,0.029870169,38274268.32,,,,
,,0.029882868,38265704.52,,,,
,,0.029895467,38257071.65,,,,
,,0.029908067,38248507.84,,,,
,,0.029920667,38239874.98,,,,
,,0.029933267,38231311.17,,,,
,,0.029945965,38222747.37,,,,
,,0.029958565,38214183.56,,,,
,,0.029971165,38205550.69,,,,
,,0.029983863,38196986.89,,,,
,,0.029996463,38188423.08,,,,
,,0.030009063,38179859.28,,,,
,,0.030021761,38171295.47,,,,
,,0.030034361,38162731.67,,,,
,,0.030047059,38154167.86,,,,
,,0.030059659,38145604.06,,,,
,,0.030072259,38137109.32,,,,
,,0.030084957,38128545.51,,,,
,,0.030097656,38119981.71,,,,
,,0.030110256,38111417.9,,,,
,,0.030122954,38102923.16,,,,
,,0.030135554,38094359.36,,,,
,,0.030148252,38085864.61,,,,
,,0.030160852,38077300.81,,,,
,,0.030170302,38068806.07,,,,
,,0.03017985,38062383.21,,,,
,,0.0301893,38056029.42,,,,
,,0.030198848,38049675.63,,,,
,,0.030208397,38043252.78,,,,
,,0.030217847,38036898.99,,,,
,,0.030227395,38030476.13,,,,
,,0.030236845,38024122.34,,,,
,,0.030246393,38017768.55,,,,
,,0.030255843,38011345.7,,,,
,,0.030265391,38004991.91,,,,
,,0.03027494,37998638.12,,,,
,,0.030284389,37992284.33,,,,
,,0.030293938,37985861.47,,,,
,,0.030303486,37979507.68,,,,
,,0.030312936,37973153.89,,,,
,,0.030322484,37966800.1,,,,
,,0.030332033,37960446.31,,,,
,,0.030341482,37954092.52,,,,
,,0.030351031,37947738.73,,,,
,,0.030360579,37941384.94,,,,
,,0.030370127,37935031.15,,,,
,,0.030379577,37928677.36,,,,
,,0.030389125,37922323.57,,,,
,,0.030398674,37915969.78,,,,
,,0.030408222,37909615.98,,,,
,,0.03041777,37903262.19,,,,
,,0.030427319,37896977.47,,,,
,,0.030436769,37890623.68,,,,
,,0.030446317,37884269.88,,,,
,,0.030455865,37877916.09,,,,
,,0.030465413,37871631.37,,,,
,,0.030474962,37865277.58,,,,
,,0.03048451,37858923.79,,,,
,,0.030494058,37852639.06,,,,
,,0.030503607,37846285.27,,,,
,,0.030513155,37839931.48,,,,
,,0.030522703,37833646.75,,,,
,,0.030532251,37827292.96,,,,
,,0.0305418,37821008.23,,,,
,,0.030551348,37814654.44,,,,
,,0.030560896,37808369.71,,,,
,,0.030570445,37802015.92,,,,
,,0.030579993,37795731.19,,,,
,,0.030589541,37789446.46,,,,
,,0.030599089,37783092.67,,,,
,,0.030608638,37776807.95,,,,
,,0.030618186,37770523.22,,,,
,,0.030627734,37764169.43,,,,
,,0.030637283,37757884.7,,,,
,,0.030646831,37751599.97,,,,
,,0.03065638,37745315.24,,,,
,,0.030665928,37739030.52,,,,
,,0.030675477,37732745.79,,,,
,,0.030685025,37726461.06,,,,
,,0.030694574,37720176.33,,,,
,,0.030704122,37713891.61,,,,
,,0.030713671,37707606.88,,,,
,,0.030723219,37701322.15,,,,
,,0.030732669,37695037.42,,,,
,,0.030742217,37688821.76,,,,
,,0.030751765,37682537.03,,,,
,,0.030761215,37676321.37,,,,
,,0.030770763,37670036.64,,,,
,,0.030780213,37663820.97,,,,
,,0.030789761,37657536.24,,,,
,,0.030799211,37651320.58,,,,
,,0.030808759,37645104.92,,,,
,,0.030818209,37638889.25,,,,
,,0.030827757,37632673.59,,,,
,,0.030837207,37626457.92,,,,
,,0.030846756,37620242.26,,,,
,,0.030856206,37614026.59,,,,
,,0.030865656,37607810.93,,,,
,,0.030875204,37601595.26,,,,
,,0.030884654,37595448.66,,,,
,,0.030894104,37589232.99,,,,
,,0.030903652,37583086.39,,,,
,,0.030913102,37576870.73,,,,
,,0.030922552,37570724.13,,,,
,,0.030932002,37564577.52,,,,
,,0.030941551,37558430.92,,,,
,,0.030951001,37552215.26,,,,
,,0.030960451,37546068.66,,,,
,,0.030969901,37539922.05,,,,
,,0.03097935,37533844.51,,,,
,,0.0309888,37527697.91,,,,
