300000000.0,0.0
312914686.3179692,0.01
319018296.50295556,0.02
321846394.8345329,0.03
323200088.90187037,0.04
323888832.19493103,0.05
324276484.2260693,0.06
324526672.9629445,0.07
324713044.81776655,0.08
324868804.4841051,0.09
325008975.76174426,0.1
325140404.97856945,0.11
325266256.67742383,0.12
325388034.4088974,0.13
325506489.3895901,0.14
325622029.3666776,0.15
325734902.84251124,0.16
325845282.3032384,0.17
325953302.0162139,0.18
326059075.3697877,0.19
326162702.9825272,0.2
326264276.6313782,0.21
326363881.27181095,0.22
326461596.1748593,0.23
326557495.64464957,0.24
326651649.5273727,0.25
326744123.6087875,0.26
326834979.9458727,0.27
326924277.1548644,0.28
327012070.6671877,0.29
327098412.9597853,0.3
327183353.76392984,0.31
327266940.25538605,0.32
327349217.2281152,0.33
327430227.25330925,0.34
327510010.82526726,0.35000000000000003
327588606.49542344,0.36
327666050.99567705,0.37
327742379.35203946,0.38
327817624.9895012,0.39
327891819.828925,0.4
327964994.3766828,0.41000000000000003
328037177.807682,0.42
328108398.04235935,0.43
328178681.8181634,0.44
328248054.75599086,0.45
328316541.4220042,0.46
328384165.3852074,0.47000000000000003
328450949.2711279,0.48
328516914.81191725,0.49
328582082.89315367,0.5
328646473.5976049,0.51
328710106.2461854,0.52
328772999.4363232,0.53
328835171.07792884,0.54
328896638.42714643,0.55
328957418.11804885,0.56
329017526.1924259,0.5700000000000001
329076978.127802,0.58
329135788.8638086,0.59
329193972.8270263,0.6
329251543.9544025,0.61
329308515.7153412,0.62
329364901.1325555,0.63
329420712.80176437,0.64
329475962.91031075,0.65
329530663.2547705,0.66
329584825.25761867,0.67
329638459.9830108,0.68
329691578.1517388,0.6900000000000001
329744190.1554088,0.7000000000000001
329796306.0698925,0.71
329847935.6680947,0.72
329899088.4320785,0.73
329949773.5645875,0.74
330000000.0,0.75
330049776.41474867,0.76
330099111.2372373,0.77
330148012.65728265,0.78
330196488.63511,0.79
330244546.9099256,0.8
330292195.00809133,0.81
330339440.25092316,0.8200000000000001
330386289.7621337,0.8300000000000001
330432750.4749386,0.84
330478829.1388444,0.85
330524532.326136,0.86
330569866.4380783,0.87
330614837.7108476,0.88
330659452.22120726,0.89
330703715.89193964,0.9
330747634.4970482,0.91
330791213.6667403,0.92
330834458.8922021,0.93
330877375.53017616,0.9400000000000001
330919968.80735123,0.9500000000000001
330962243.8245728,0.96
331004205.5608851,0.97
331045858.87740976,0.98
331087208.5210719,0.99
331128259.12817866,1.0
