Time [s];EPS [-];VM [Pa]
0;0;0.00
0.0001;0;2299940.00
0.0002;0;4599900.00
0.0003;0;6899870.00
0.0004;0;9199850.00
0.0005;0;11499800.00
0.0006;0;13799800.00
0.0007;0;16099900.00
0.0008;0;18399900.00
0.0009;0;20699900.00
0.001;0;23000000.00
0.0011;0;25300100.00
0.0012;0;27600200.00
0.0013;0;29900200.00
0.0014;0;32200300.00
0.0015;0;34500500.00
0.0016;0;36800600.00
0.0017;0;39100700.00
0.0018;0;41400900.00
0.0019;0;43701100.00
0.002;0;46001200.00
0.0021;0;48301400.00
0.0022;0;50601600.00
0.0023;0;52901900.00
0.0024;0;55202100.00
0.0025;0;57502300.00
0.0026;0;59802600.00
0.0027;0;62102900.00
0.0028;0;64403100.00
0.0029;0;66703400.00
0.003;0;69003700.00
0.0031;0;71304000.00
0.0032;0;73604400.00
0.0033;0;75904700.00
0.0034;0;78205100.00
0.0035;0;80505400.00
0.0036;0;82805800.00
0.0037;0;85106200.00
0.0038;0;87406600.00
0.0039;0;89707000.00
0.004;0;92007500.00
0.0041;0;94307900.00
0.0042;0;96608300.00
0.0043;0;98908800.00
0.0044;0;101209000.00
0.0045;0;103510000.00
0.0046;0;105810000.00
0.0047;0;108111000.00
0.0048;0;110411000.00
0.0049;0;112712000.00
0.005;0;115012000.00
0.0051;0;117313000.00
0.0052;0;119614000.00
0.0053;0;121914000.00
0.0054;0;124215000.00
0.0055;0;126515000.00
0.0056;0;128816000.00
0.0057;0;131117000.00
0.0058;0;133417000.00
0.0059;0;135718000.00
0.006;0;138019000.00
0.0061;0;140319000.00
0.0062;0;142620000.00
0.0063;0;144921000.00
0.0064;0;147221000.00
0.0065;0;149522000.00
0.0066;0;151823000.00
0.0067;0;154124000.00
0.0068;0;156424000.00
0.0069;0;158725000.00
0.007;0;161026000.00
0.0071;0;163327000.00
0.0072;0;165628000.00
0.0073;0;167928000.00
0.0074;0;170229000.00
0.0075;0;172530000.00
0.0076;0;174831000.00
0.0077;0;177132000.00
0.0078;0;179433000.00
0.0079;0;181734000.00
0.008;0;184035000.00
0.0081;0;186335000.00
0.0082;0;188636000.00
0.0083;0;190937000.00
0.0084;0;193238000.00
0.0085;0;195539000.00
0.0086;0;197840000.00
0.0087;0;200141000.00
0.0088;0;202442000.00
0.0089;0;204743000.00
0.009;0;207044000.00
0.0091;0;209345000.00
0.0092;0;211646000.00
0.0093;0;213948000.00
0.0094;0;216249000.00
0.0095;0;218550000.00
0.0096;0;220851000.00
0.0097;0;223152000.00
0.0098;0;225453000.00
0.0099;0;227754000.00
0.01;0;230055000.00
0.0101;0;232357000.00
0.0102;0;234658000.00
0.0103;0;236959000.00
0.0104;0;239260000.00
0.0105;0;241561000.00
0.0106;0;243860000.00
0.0107;0;246156000.00
0.0108;0;248448000.00
0.0109;0;250734000.00
0.011;0;253012000.00
0.0111;0;255281000.00
0.0112;0;257537000.00
0.0113;0;259777000.00
0.0114;0;261995000.00
0.0115;0;264183000.00
0.0116;0;266326000.00
0.0116;0;266326000.00
0.0116912;1.52E-07;268246000.00
0.0123589;0.000193749;273959000.00
0.0161849;0.00197702;277667000.00
0.0211849;0.00414908;281924000.00
0.0261849;0.0062355;286109000.00
0.0311849;0.00827736;290234000.00
0.0361849;0.0103153;294197000.00
0.0411849;0.0125425;296363000.00
0.0461849;0.0147278;298307000.00
0.0511849;0.0168717;300228000.00
0.0561849;0.0189864;302139000.00
0.0611849;0.0211275;303906000.00
0.0661849;0.0233417;305256000.00
0.0711849;0.0255317;306553000.00
0.0761849;0.0276982;307841000.00
0.0811849;0.0298462;309125000.00
0.0861849;0.032041;310276000.00
0.0911849;0.0342634;311288000.00
0.0961849;0.03647;312275000.00
0.101185;0.0386601;313255000.00
0.106185;0.0408447;314210000.00
0.111185;0.0430757;315092000.00
0.116185;0.0453147;315909000.00
0.121185;0.0475412;316711000.00
0.126185;0.0497554;317510000.00
0.131185;0.0519835;318268000.00
0.136185;0.0542405;318991000.00
0.141185;0.0564991;319681000.00
0.146185;0.0587481;320361000.00
0.151185;0.0609915;321022000.00
0.156185;0.063259;321667000.00
0.161185;0.0655409;322287000.00
0.166185;0.0678219;322888000.00
0.171185;0.070095;323478000.00
0.176185;0.0723761;324046000.00
0.181185;0.0746756;324607000.00
0.186185;0.0769826;325154000.00
0.191185;0.079288;325689000.00
0.196185;0.0815921;326200000.00
0.201185;0.0839114;326710000.00
0.206185;0.0862409;327211000.00
0.211185;0.088574;327702000.00
0.216185;0.0909062;328173000.00
0.221185;0.0932486;328641000.00
0.226185;0.0956022;329101000.00
0.231185;0.0979621;329556000.00
0.236185;0.100324;330000000.00
0.241185;0.102692;330429000.00
0.246185;0.105072;330856000.00
0.251185;0.107459;331278000.00
0.256185;0.10985;331697000.00
0.261185;0.112245;332096000.00
0.266185;0.114653;332489000.00
0.271185;0.11707;332878000.00
0.276185;0.119492;333265000.00
0.281185;0.12192;333633000.00
0.286185;0.124362;334000000.00
0.291185;0.126818;334367000.00
0.296185;0.129283;334734000.00
0.301185;0.131755;335085000.00
0.306185;0.134248;335439000.00
0.311185;0.136766;335793000.00
0.316185;0.139296;336145000.00
0.321185;0.141835;336483000.00
0.326185;0.144397;336824000.00
0.331185;0.14698;337164000.00
0.336185;0.149575;337502000.00
0.341185;0.152182;337827000.00
0.346185;0.154811;338156000.00
0.351185;0.157461;338483000.00
0.356185;0.160124;338809000.00
0.361185;0.1628;339122000.00
0.366185;0.1655;339441000.00
0.371185;0.16822;339759000.00
0.376185;0.170954;340071000.00
0.381185;0.173704;340378000.00
0.386185;0.176479;340688000.00
0.391185;0.179275;340998000.00
0.396185;0.182085;341298000.00
0.401185;0.184918;341600000.00
0.406185;0.187777;341904000.00
0.411185;0.190656;342204000.00
0.416185;0.193554;342497000.00
0.421185;0.19648;342796000.00
0.426185;0.199432;343095000.00
0.431185;0.202406;343385000.00
0.436185;0.205407;343677000.00
0.441185;0.208438;343972000.00
0.446185;0.211496;344263000.00
0.451185;0.214582;344551000.00
0.456185;0.217701;344844000.00
0.461185;0.220851;345135000.00
0.466185;0.224032;345421000.00
0.471185;0.227248;345712000.00
0.476185;0.230502;346004000.00
0.481185;0.233791;346290000.00
0.486185;0.237119;346581000.00
0.491185;0.24049;346874000.00
0.496185;0.243901;347161000.00
0.501185;0.247357;347454000.00
0.506185;0.250859;347748000.00
0.511185;0.254408;348039000.00
0.516185;0.258008;348335000.00
0.521185;0.261662;348631000.00
0.526185;0.265371;348927000.00
0.531185;0.269138;349229000.00
0.536185;0.272967;349529000.00
0.541185;0.276859;349832000.00
0.546185;0.280819;350140000.00
0.551185;0.284849;350446000.00
0.556185;0.288953;350760000.00
0.561185;0.293135;351073000.00
0.566185;0.2974;351392000.00
0.571185;0.301752;351715000.00
0.576185;0.306196;352040000.00
0.581185;0.310736;352372000.00
0.586185;0.31538;352706000.00
0.591185;0.320131;353048000.00
0.596185;0.324998;353393000.00
0.601185;0.329987;353747000.00
0.606185;0.335105;354104000.00
0.611185;0.340359;354471000.00
0.616185;0.34576;354843000.00
0.621185;0.351322;355202000.00
0.626185;0.357083;355570000.00
0.631185;0.363094;355957000.00
0.636185;0.369385;356361000.00
0.641185;0.375985;356779000.00
0.646185;0.382922;357217000.00
0.651185;0.39023;357676000.00
0.656185;0.397944;358153000.00
0.661185;0.406102;358655000.00
0.666185;0.414749;359182000.00
0.671185;0.42393;359737000.00
0.676185;0.433695;360321000.00
0.681185;0.444096;360935000.00
0.686185;0.455187;361580000.00
0.691185;0.467023;362259000.00
0.696185;0.479688;362925000.00
0.701185;0.493421;363603000.00
0.706185;0.508417;364332000.00
0.711185;0.524819;365111000.00
0.716185;0.542753;365941000.00
0.721185;0.562335;366820000.00
0.726185;0.583654;367745000.00
0.731185;0.60677;368711000.00
0.736185;0.631738;369715000.00
0.741185;0.658619;370757000.00
0.746185;0.687491;371834000.00
0.751185;0.718437;372946000.00
0.756185;0.75155;374092000.00
0.761185;0.786943;375272000.00
0.766185;0.824743;376488000.00
0.771185;0.865181;377645000.00
0.776185;0.90867;378804000.00
0.781185;0.955587;380007000.00
0.786185;1.00625;381254000.00
0.791185;1.06104;382548000.00
0.796185;1.12038;383892000.00
0.801185;1.18481;385293000.00
0.806185;1.25491;386755000.00
0.811185;1.33139;388285000.00
0.816185;1.4151;389893000.00
0.821185;1.507;391586000.00
0.826185;1.60825;393376000.00
0.831185;1.7202;395273000.00
0.836185;1.84456;397206000.00
0.841185;1.98438;399077000.00
0.846185;2.14236;401077000.00
0.851185;2.32184;403222000.00
0.856185;2.52684;405533000.00
0.861185;2.76187;408021000.00
0.866185;3.03173;410686000.00
0.871185;3.3405;413507000.00
0.876185;3.69086;416439000.00
0.881185;4.08414;419312000.00
0.886185;4.52095;421968000.00
0.891185;4.99673;424571000.00
0.896185;5.50435;427138000.00
0.901185;6.03492;429768000.00
0.906185;6.58011;432427000.00
0.911185;7.13213;435078000.00
0.916185;7.68448;437698000.00
0.921185;8.23139;440264000.00
0.926185;8.76926;442772000.00
0.931185;9.29671;445226000.00
0.936185;9.81334;447626000.00
0.941185;10.3194;449977000.00
0.946185;10.8151;452281000.00
0.951185;11.3011;454541000.00
0.956185;11.778;456761000.00
0.961185;12.2464;458943000.00
0.966185;12.7068;461090000.00
0.971185;13.1597;463203000.00
0.976185;13.6057;465287000.00
0.981185;14.045;467340000.00
0.986185;14.4783;469366000.00
0.991185;14.9056;471365000.00
0.996185;15.3274;473340000.00
1.00118;15.744;475291000.00
1.00618;16.1555;477219000.00
1.01118;16.5623;479125000.00
1.0116;16.5958;479282000.00
