Time [s];EPS [-];VM [Pa]
0;0;0.00
0.0001;0;3258970.00
0.0002;0;6517950.00
0.0003;0;9776940.00
0.0004;0;13035900.00
0.0005;0;16295000.00
0.0006;0;19554000.00
0.0007;0;22813000.00
0.0008;0;26072100.00
0.0009;0;29331100.00
0.001;0;32590200.00
0.0011;0;35849300.00
0.0012;0;39108400.00
0.0013;0;42367500.00
0.0014;0;45626600.00
0.0015;0;48885700.00
0.0016;0;52144800.00
0.0017;0;55404000.00
0.0018;0;58663100.00
0.0019;0;61922300.00
0.002;0;65181500.00
0.0021;0;68440700.00
0.0022;0;71699900.00
0.0023;0;74959100.00
0.0024;0;78218300.00
0.0025;0;81477500.00
0.0026;0;84736800.00
0.0027;0;87996000.00
0.0028;0;91255300.00
0.0029;0;94514500.00
0.003;0;97773800.00
0.0031;0;101033000.00
0.0032;0;104292000.00
0.0033;0;107552000.00
0.0034;0;110811000.00
0.0035;0;114070000.00
0.0036;0;117330000.00
0.0037;0;120589000.00
0.0038;0;123848000.00
0.0039;0;127108000.00
0.004;0;130367000.00
0.0041;0;133627000.00
0.0042;0;136886000.00
0.0043;0;140145000.00
0.0044;0;143405000.00
0.0045;0;146664000.00
0.0046;0;149924000.00
0.0047;0;153183000.00
0.0048;0;156443000.00
0.0049;0;159702000.00
0.005;0;162962000.00
0.0051;0;166221000.00
0.0052;0;169481000.00
0.0053;0;172740000.00
0.0054;0;176000000.00
0.0055;0;179259000.00
0.0056;0;182519000.00
0.0057;0;185779000.00
0.0058;0;189038000.00
0.0059;0;192298000.00
0.006;0;195557000.00
0.0061;0;198817000.00
0.0062;0;202077000.00
0.0063;0;205336000.00
0.0064;0;208596000.00
0.0065;0;211856000.00
0.0066;0;215115000.00
0.0067;0;218375000.00
0.0068;0;221635000.00
0.0069;0;224894000.00
0.007;0;228154000.00
0.0071;0;231414000.00
0.0072;0;234673000.00
0.0073;0;237933000.00
0.0074;0;241193000.00
0.0075;0;244453000.00
0.0076;0;247711000.00
0.0077;0;250963000.00
0.0078;0;254205000.00
0.0079;0;257432000.00
0.008;0;260636000.00
0.0081;0;263807000.00
0.0082;0;266920000.00
0.0083;8.19E-07;269865000.00
0.0084;1.96E-05;271395000.00
0.0085;5.63E-05;272338000.00
0.0086;0.000107187;273126000.00
0.0086;0.000107187;273126000.00
0.00869125;0.000157965;273602000.00
0.00935887;0.000592697;274848000.00
0.0131849;0.00299503;279537000.00
0.0181849;0.00597036;285493000.00
0.0231849;0.00885864;291329000.00
0.0281849;0.0118403;295593000.00
0.0331849;0.0149028;298360000.00
0.0381849;0.0179115;301077000.00
0.0431849;0.0209037;303624000.00
0.0481849;0.0239892;305522000.00
0.0531849;0.0270461;307349000.00
0.0581849;0.0300737;309153000.00
0.0631849;0.0331625;310667000.00
0.0681849;0.0362562;312064000.00
0.0731849;0.0393273;313446000.00
0.0781849;0.0424166;314715000.00
0.0831849;0.0455414;315864000.00
0.0881849;0.0486503;316992000.00
0.0931849;0.0517552;318060000.00
0.0981849;0.054903;319062000.00
0.103185;0.0580461;320018000.00
0.108185;0.0611772;320935000.00
0.113185;0.0643421;321825000.00
0.118185;0.067517;322666000.00
0.123185;0.0706802;323476000.00
0.128185;0.0738617;324263000.00
0.133185;0.0770639;325023000.00
0.138185;0.0802607;325755000.00
0.143185;0.0834646;326454000.00
0.148185;0.086691;327147000.00
0.153185;0.0899198;327820000.00
0.158185;0.0931512;328450000.00
0.163185;0.0964024;329085000.00
0.168185;0.099661;329705000.00
0.173185;0.102922;330286000.00
0.178185;0.1062;330872000.00
0.183185;0.109487;331448000.00
0.188185;0.112779;331989000.00
0.193185;0.116086;332534000.00
0.198185;0.119403;333071000.00
0.203185;0.122726;333578000.00
0.208185;0.126063;334090000.00
0.213185;0.129411;334593000.00
0.218185;0.132765;335071000.00
0.223185;0.136134;335553000.00
0.228185;0.139513;336028000.00
0.233185;0.1429;336479000.00
0.238185;0.1463;336936000.00
0.243185;0.149713;337388000.00
0.248185;0.153135;337816000.00
0.253185;0.156569;338250000.00
0.258185;0.160017;338680000.00
0.263185;0.163474;339083000.00
0.268185;0.166946;339485000.00
0.273185;0.170431;339885000.00
0.278185;0.173929;340269000.00
0.283185;0.177445;340656000.00
0.288185;0.180977;341038000.00
0.293185;0.184527;341410000.00
0.298185;0.1881;341785000.00
0.303185;0.191698;342154000.00
0.308185;0.195322;342519000.00
0.313185;0.198981;342888000.00
0.318185;0.202668;343245000.00
0.323185;0.206384;343603000.00
0.328185;0.210134;343962000.00
0.333185;0.213911;344309000.00
0.338185;0.217718;344660000.00
0.343185;0.221556;345007000.00
0.348185;0.225423;345348000.00
0.353185;0.229321;345693000.00
0.358185;0.233251;346028000.00
0.363185;0.237211;346365000.00
0.368185;0.241205;346701000.00
0.373185;0.245231;347030000.00
0.378185;0.249291;347363000.00
0.383185;0.253386;347689000.00
0.388185;0.257517;348016000.00
0.393185;0.261685;348342000.00
0.398185;0.265892;348664000.00
0.403185;0.270139;348989000.00
0.408185;0.274428;349308000.00
0.413185;0.278758;349630000.00
0.418185;0.283134;349949000.00
0.423185;0.287556;350268000.00
0.428185;0.292025;350587000.00
0.433185;0.296545;350904000.00
0.438185;0.301116;351223000.00
0.443185;0.305743;351540000.00
0.448185;0.310425;351860000.00
0.453185;0.315167;352176000.00
0.458185;0.319971;352497000.00
0.463185;0.324841;352815000.00
0.468185;0.329778;353138000.00
0.473185;0.334786;353457000.00
0.478185;0.339869;353782000.00
0.483185;0.345029;354105000.00
0.488185;0.350273;354432000.00
0.493185;0.355603;354759000.00
0.498185;0.361025;355091000.00
0.503185;0.366544;355423000.00
0.508185;0.372163;355760000.00
0.513185;0.377889;356099000.00
0.518185;0.383727;356441000.00
0.523185;0.389683;356789000.00
0.528185;0.395765;357138000.00
0.533185;0.401979;357494000.00
0.538185;0.408335;357854000.00
0.543185;0.41484;358219000.00
0.548185;0.421509;358574000.00
