Time [s];EPS [-];VM [Pa]
0;0;0.00
0.0001;0;1228870.00
0.0002;0;2457860.00
0.0003;0;3686970.00
0.0004;0;4916200.00
0.0005;0;6145540.00
0.0006;0;7375000.00
0.0007;0;8604570.00
0.0008;0;9834270.00
0.0009;0;11064100.00
0.001;0;12294000.00
0.0011;0;13524000.00
0.0012;0;14754200.00
0.0013;0;15984500.00
0.0014;0;17214900.00
0.0015;0;18445400.00
0.0016;0;19676000.00
0.0017;0;20906800.00
0.0018;0;22137600.00
0.0019;0;23368600.00
0.002;0;24599700.00
0.0021;0;25830900.00
0.0022;0;27062200.00
0.0023;0;28293600.00
0.0024;0;29525200.00
0.0025;0;30756800.00
0.0026;0;31988600.00
0.0027;0;33220500.00
0.0028;0;34452500.00
0.0029;0;35684700.00
0.003;0;36916900.00
0.0031;0;38149300.00
0.0032;0;39381700.00
0.0033;0;40614300.00
0.0034;0;41847000.00
0.0035;0;43079800.00
0.0036;0;44312800.00
0.0037;0;45545800.00
0.0038;0;46779000.00
0.0039;0;48012200.00
0.004;0;49245600.00
0.0041;0;50479100.00
0.0042;0;51712700.00
0.0043;0;52946500.00
0.0044;0;54180300.00
0.0045;0;55414300.00
0.0046;0;56648300.00
0.0047;0;57882500.00
0.0048;0;59116800.00
0.0049;0;60351200.00
0.005;0;61585700.00
0.0051;0;62820400.00
0.0052;0;64055100.00
0.0053;0;65290000.00
0.0054;0;66524900.00
0.0055;0;67760000.00
0.0056;0;68995200.00
0.0057;0;70230500.00
0.0058;0;71466000.00
0.0059;0;72701500.00
0.006;0;73937100.00
0.0061;0;75172900.00
0.0062;0;76408800.00
0.0063;0;77644700.00
0.0064;0;78880800.00
0.0065;0;80117000.00
0.0066;0;81353400.00
0.0067;0;82589800.00
0.0068;0;83826300.00
0.0069;0;85063000.00
0.007;0;86299800.00
0.0071;0;87536600.00
0.0072;0;88773600.00
0.0073;0;90010700.00
0.0074;0;91247900.00
0.0075;0;92485200.00
0.0076;0;93722700.00
0.0077;0;94960200.00
0.0078;0;96197900.00
0.0079;0;97435600.00
0.008;0;98673500.00
0.0081;0;99911500.00
0.0082;0;101150000.00
0.0083;0;102388000.00
0.0084;0;103626000.00
0.0085;0;104865000.00
0.0086;0;106103000.00
0.0087;0;107342000.00
0.0088;0;108580000.00
0.0089;0;109819000.00
0.009;0;111058000.00
0.0091;0;112297000.00
0.0092;0;113537000.00
0.0093;0;114776000.00
0.0094;0;116015000.00
0.0095;0;117255000.00
0.0096;0;118494000.00
0.0097;0;119734000.00
0.0098;0;120974000.00
0.0099;0;122214000.00
0.01;0;123454000.00
0.0101;0;124694000.00
0.0102;0;125934000.00
0.0103;0;127175000.00
