Time [s];EPS [-];VM [Pa]
0;0;0.00
0.0001;0;1731480.00
0.0002;0;3463010.00
0.0003;0;5194590.00
0.0004;0;6926220.00
0.0005;0;8657890.00
0.0006;0;10389600.00
0.0007;0;12121400.00
0.0008;0;13853200.00
0.0009;0;15585100.00
0.001;0;17317000.00
0.0011;0;19049000.00
0.0012;0;20781000.00
0.0013;0;22513000.00
0.0014;0;24245100.00
0.0015;0;25977300.00
0.0016;0;27709500.00
0.0017;0;29441700.00
0.0018;0;31174000.00
0.0019;0;32906400.00
0.002;0;34638800.00
0.0021;0;36371200.00
0.0022;0;38103700.00
0.0023;0;39836300.00
0.0024;0;41568800.00
0.0025;0;43301500.00
0.0026;0;45034100.00
0.0027;0;46766900.00
0.0028;0;48499600.00
0.0029;0;50232500.00
0.003;0;51965300.00
0.0031;0;53698300.00
0.0032;0;55431200.00
0.0033;0;57164200.00
0.0034;0;58897300.00
0.0035;0;60630400.00
0.0036;0;62363500.00
0.0037;0;64096700.00
0.0038;0;65830000.00
0.0039;0;67563300.00
0.004;0;69296600.00
0.0041;0;71030000.00
0.0042;0;72763500.00
0.0043;0;74496900.00
0.0044;0;76230500.00
0.0045;0;77964000.00
0.0046;0;79697700.00
0.0047;0;81431300.00
0.0048;0;83165100.00
0.0049;0;84898800.00
0.005;0;86632600.00
0.0051;0;88366500.00
0.0052;0;90100400.00
0.0053;0;91834400.00
0.0054;0;93568300.00
0.0055;0;95302400.00
0.0056;0;97036500.00
0.0057;0;98770600.00
0.0058;0;100505000.00
0.0059;0;102239000.00
0.006;0;103973000.00
0.0061;0;105708000.00
0.0062;0;107442000.00
0.0063;0;109176000.00
0.0064;0;110911000.00
0.0065;0;112645000.00
0.0066;0;114380000.00
0.0067;0;116115000.00
0.0068;0;117849000.00
0.0069;0;119584000.00
0.007;0;121319000.00
0.0071;0;123053000.00
0.0072;0;124788000.00
0.0073;0;126523000.00
0.0074;0;128258000.00
0.0075;0;129993000.00
0.0076;0;131728000.00
0.0077;0;133463000.00
0.0078;0;135198000.00
0.0079;0;136933000.00
0.008;0;138669000.00
0.0081;0;140404000.00
0.0082;0;142139000.00
0.0083;0;143874000.00
0.0084;0;145610000.00
0.0085;0;147345000.00
0.0086;0;149081000.00
0.0087;0;150816000.00
0.0088;0;152552000.00
0.0089;0;154287000.00
0.009;0;156023000.00
0.0091;0;157759000.00
0.0092;0;159495000.00
0.0093;0;161230000.00
0.0094;0;162966000.00
0.0095;0;164702000.00
0.0096;0;166438000.00
0.0097;0;168174000.00
0.0098;0;169910000.00
0.0099;0;171646000.00
0.01;0;173382000.00
0.0101;0;175118000.00
0.0102;0;176855000.00
0.0103;0;178591000.00
0.0104;0;180327000.00
0.0105;0;182063000.00
0.0106;0;183800000.00
0.0107;0;185536000.00
0.0108;0;187273000.00
0.0109;0;189009000.00
0.011;0;190746000.00
0.0111;0;192482000.00
0.0112;0;194219000.00
0.0113;0;195956000.00
0.0114;0;197693000.00
0.0115;0;199429000.00
0.0116;0;201166000.00
0.0117;0;202903000.00
0.0118;0;204640000.00
0.0119;0;206377000.00
0.012;0;208114000.00
0.0121;0;209851000.00
0.0122;0;211588000.00
0.0123;0;213325000.00
0.0124;0;215062000.00
0.0125;0;216800000.00
0.0126;0;218537000.00
0.0127;0;220273000.00
0.0128;0;222007000.00
0.0129;0;223740000.00
0.013;0;225471000.00
0.0131;0;227200000.00
0.0132;0;228925000.00
0.0133;0;230648000.00
0.0134;0;232367000.00
0.0135;0;234082000.00
0.0136;0;235792000.00
0.0137;0;237497000.00
0.0138;0;239195000.00
0.0139;0;240886000.00
0.014;0;242569000.00
0.0141;0;244241000.00
0.0142;0;245903000.00
0.0143;0;247551000.00
0.0144;0;249185000.00
0.0145;0;250808000.00
0.0146;0;252438000.00
0.0147;0;254099000.00
0.0148;0;255811000.00
0.0149;0;257598000.00
0.015;0;259482000.00
0.015;0;259482000.00
0.0154562;9.70E-07;269267000.00
0.0185129;0.00132502;276673000.00
0.0235129;0.00306338;280091000.00
0.0285129;0.00467423;283272000.00
0.0335129;0.00624262;286421000.00
0.0385129;0.00778348;289530000.00
0.0435129;0.00931734;292735000.00
0.0485129;0.0111384;295476000.00
0.0535129;0.0129366;297053000.00
0.0585129;0.0146093;298539000.00
0.0635129;0.0162353;299976000.00
0.0685129;0.0178378;301416000.00
0.0735129;0.0194601;303031000.00
0.0785129;0.0212119;304331000.00
0.0835129;0.0229804;305394000.00
0.0885129;0.0246876;306408000.00
0.0935129;0.02635;307393000.00
0.0985129;0.0279948;308391000.00
0.103513;0.029673;309459000.00
0.108513;0.0314188;310336000.00
0.113513;0.0331787;311142000.00
0.118513;0.034916;311925000.00
0.123513;0.0366196;312694000.00
0.128513;0.0383171;313479000.00
0.133513;0.0400431;314287000.00
0.138513;0.0418079;314951000.00
0.143513;0.04358;315606000.00
0.148513;0.045344;316252000.00
0.153513;0.0470926;316893000.00
0.158513;0.0488449;317546000.00
0.163513;0.0506221;318181000.00
0.168513;0.0524205;318743000.00
0.173513;0.0542216;319300000.00
0.178513;0.056019;319855000.00
0.183513;0.0578175;320415000.00
0.188513;0.0596293;320985000.00
0.193513;0.0614648;321502000.00
0.198513;0.0633098;321996000.00
0.203513;0.065154;322488000.00
0.208513;0.0669992;322983000.00
0.213513;0.0688567;323487000.00
0.218513;0.070737;323978000.00
0.223513;0.0726363;324430000.00
0.228513;0.0745395;324878000.00
0.233513;0.076443;325326000.00
0.238513;0.0783559;325783000.00
0.243513;0.0802899;326243000.00
0.248513;0.0822496;326664000.00
0.253513;0.0842214;327082000.00
0.258513;0.0861972;327499000.00
0.263513;0.0881818;327922000.00
0.268513;0.0901861;328351000.00
0.273513;0.0922179;328749000.00
0.278513;0.094268;329145000.00
0.283513;0.096329;329541000.00
0.288513;0.0984034;329943000.00
0.293513;0.100501;330347000.00
0.298513;0.102627;330728000.00
0.303513;0.104773;331109000.00
0.308513;0.106935;331492000.00
0.313513;0.109117;331882000.00
0.318513;0.111331;332265000.00
0.323513;0.113576;332637000.00
0.328513;0.115845;333010000.00
0.333513;0.118137;333388000.00
0.338513;0.12046;333771000.00
0.343513;0.122822;334139000.00
0.348513;0.125218;334509000.00
0.353513;0.127644;334884000.00
0.358513;0.130107;335267000.00
0.363513;0.132616;335637000.00
0.368513;0.135168;336009000.00
0.373513;0.137761;336387000.00
