Time;PE1MAX;PE1MIN;PE2MAX;PE2MIN;PEEQMAX;PEEQMIN
0;0;0;0;0;0;0
0.002;0;0;0;0;0;0
0.004;0;0;0;0;0;0
0.006;0;0;0;0;0;0
0.008;0;0;0;0;0;0
0.01;0;0;0;0;0;0
0.0116;0;1.26E-06;0;-1.10E-06;0;1.37E-06
0.0116;0;1.26E-06;0;-1.10E-06;0;1.37E-06
0.01812;0.0028322;0.00279646;-0.00213047;-0.00245816;0.00294993;0.00305258
0.03012;0.00772862;0.00748772;-0.00573446;-0.00662194;0.00802502;0.00819219
0.04212;0.0130577;0.0125819;-0.00960638;-0.0111564;0.0135335;0.0137794
0.0541199;0.0181437;0.0174492;-0.0132847;-0.0154774;0.0187858;0.0191125
0.06612;0.0236345;0.0227225;-0.0172515;-0.0201407;0.0244549;0.024882
0.07812;0.0288849;0.0277842;-0.0210474;-0.0245948;0.0298767;0.0304102
0.09012;0.0345132;0.0332311;-0.0251208;-0.0293652;0.0356902;0.0363491
0.10212;0.0399898;0.0385542;-0.0290919;-0.0340037;0.0413493;0.042143
0.11412;0.0457373;0.0441627;-0.0332655;-0.0388661;0.0472905;0.0482371
0.12612;0.0514376;0.0497475;-0.0374133;-0.0436852;0.0531857;0.0542963
0.13812;0.0572543;0.0554672;-0.041653;-0.0485981;0.0592038;0.060493
0.15012;0.0631505;0.0612858;-0.0459591;-0.0535744;0.0653074;0.0667889
0.16212;0.0690793;0.0671572;-0.050297;-0.0585747;0.0714477;0.0731342
0.17412;0.0751253;0.0731634;-0.0547286;-0.0636691;0.0777127;0.079618
0.18612;0.08123;0.0792477;-0.0592112;-0.0688096;0.0840418;0.0861796
0.19812;0.0874148;0.0854304;-0.06376;-0.0740131;0.0904574;0.0928411
0.21012;0.0937176;0.0917486;-0.068403;-0.0793106;0.0969988;0.0996426
0.22212;0.100095;0.0981598;-0.0731077;-0.0846663;0.103621;0.106539
0.23412;0.106566;0.104683;-0.0778889;-0.0900961;0.110345;0.11355
0.24612;0.113148;0.111335;-0.0827583;-0.0956129;0.117188;0.120695
0.25812;0.119822;0.118096;-0.0877024;-0.101202;0.12413;0.127953
0.27012;0.126593;0.12497;-0.0927239;-0.106865;0.131177;0.13533
0.28212;0.133471;0.13197;-0.0978317;-0.112614;0.138341;0.142838
0.29412;0.140455;0.139092;-0.103024;-0.118444;0.145619;0.150474
0.30612;0.147543;0.146335;-0.108299;-0.124355;0.153012;0.158238
0.31812;0.154741;0.153705;-0.113662;-0.130352;0.160524;0.166137
0.33012;0.162054;0.161205;-0.119115;-0.136438;0.168162;0.174174
0.34212;0.169482;0.168836;-0.124659;-0.142612;0.175926;0.182352
