Time [s],RF Mag [N],Sigma [MPa],RM2 [Nm],Tau [MPa],Actual angle [deg],Extension [-],Paper angle [deg],Paper Tau [MPa],Paper extension [-],Paper Sigma [MPa]
0,0,0,0,0,0,0,0,0,0,0
0.0001,141.821,0.979457556,-4.1927,1.304545201,0.001941044,1.36E-05,0.298582898,142.1890072,0.001850115,107.3210561
0.0002,283.642,1.958915112,-8.38535,2.609074844,0.003882087,2.72E-05,0.340446999,146.6848222,0.002101299,112.9957279
0.0003,425.464,2.938379574,-12.5779,3.913573372,0.005823142,4.08E-05,0.39905674,150.5801894,0.002635067,117.376473
0.0004,567.286,3.917844036,-16.7705,5.218087458,0.007764151,5.44E-05,0.455573276,153.8321119,0.003325824,120.0996389
0.0005,709.109,4.897315405,-20.963,6.52257043,0.009705218,6.80E-05,0.554252942,156.0385311,0.004016582,121.72339
0.0006,850.932,5.876786773,-25.1554,7.827022286,0.011646284,8.16E-05,0.675359805,158.4825648,0.00470734,122.7044063
0.0007,992.756,6.856265048,-29.3478,9.131474143,0.013587293,9.53E-05,0.895146334,160.8587086,0.005398097,123.8207352
0.0008,1134.58,7.835743323,-33.5402,10.435926,0.015528359,0.00010886,1.209127089,163.028097,0.006088855,124.5480403
0.0009,1276.41,8.815263036,-37.7324,11.74031563,0.017469426,0.000122471,1.55450592,165.2314304,0.006779613,125.4275722
0.001,1418.23,9.794713685,-41.9247,13.04473637,0.019410435,0.000136081,1.899884751,167.1477749,0.00747037,126.2394477
0.0011,1560.06,10.7742334,-46.1169,14.349126,0.021351501,0.000149693,2.245263582,168.8538374,0.008161128,126.8990966
0.0012,1701.88,11.75368405,-50.309,15.65348451,0.023292568,0.000163306,2.590642413,170.4435172,0.008851886,127.4741751
0.0013,1843.71,12.73320376,-54.5011,16.95784302,0.025233577,0.000176919,2.936021245,171.7858842,0.009542643,128.1845662
0.0014,1985.54,13.71272347,-58.6931,18.26217042,0.027174643,0.000190533,3.281400076,172.9338394,0.010233401,128.7934729
0.0015,2127.37,14.69224319,-62.8851,19.56649782,0.02911571,0.000204147,3.626778907,174.0169907,0.010924158,129.2332388
0.0016,2269.2,15.6717629,-67.077,20.8707941,0.031056719,0.000217762,3.972157738,174.9057302,0.011614916,129.9436299
0.0017,2411.03,16.65128261,-71.2689,22.17509038,0.032997785,0.000231378,4.317536569,175.6185733,0.012305674,130.3157395
0.0018,2552.86,17.63080232,-75.4607,23.47935555,0.034938852,0.000244994,4.6629154,176.2480971,0.012996431,130.8400758
0.0019,2694.69,18.61032204,-79.6524,24.78358961,0.036879918,0.000258611,5.008294231,176.7480131,0.013687189,131.2460136
0.002,2836.52,19.58984175,-83.8442,26.08785477,0.038820927,0.000272229,5.353673062,177.1923828,0.014377947,131.7196077
0.0021,2978.35,20.56936146,-88.0358,27.39205771,0.040761994,0.000285848,5.699051893,177.5349179,0.015068704,132.1086313
0.0022,3120.18,21.54888117,-92.2274,28.69626065,0.04270306,0.000299467,6.044430724,177.8219067,0.015759462,132.4299988
0.0023,3262.01,22.52840089,-96.419,30.00046359,0.044644127,0.000313086,6.389809555,178.1274109,0.01645022,132.6837099
0.0024,3403.85,23.50798966,-100.61,31.30447984,0.046585193,0.000326707,6.735188386,178.2385033,0.017140977,133.0050773
0.0025,3545.68,24.48750937,-104.802,32.60880724,0.048526202,0.000340328,7.080567217,178.4884613,0.017831735,133.2418743
