Time [s];RF Mag [N];Sigma [MPa];Extension [-];Paper extension [-];Paper Sigma [MPa]
0.558178;50902;351.5441896;0.070814072;;
0.559178;50897.8;351.5151832;0.070941072;;
0.560178;50893.5;351.4854861;0.071068072;;
0.561178;50889.2;351.455789;0.071195072;;
0.562178;50884.8;351.4254013;0.071322073;;
0.563178;50880.3;351.394323;0.071449073;;
0.564178;50875.8;351.3632447;0.071575438;;
0.565178;50871.3;351.3321664;0.071702438;;
0.566178;50866.7;351.3003974;0.071829439;;
0.567178;50862;351.2679378;0.071956439;;
0.568178;50857.3;351.2354782;0.072083439;;
0.569178;50852.5;351.202328;0.072210439;;
0.570178;50847.6;351.1684872;0.07233744;;
0.571178;50842.7;351.1346463;0.07246444;;
0.572178;50837.8;351.1008055;0.07259144;;
0.573178;50832.7;351.0655834;0.07271844;;
0.574178;50827.6;351.0303613;0.072845441;;
0.575178;50822.4;350.9944486;0.072972441;;
0.576178;50817.2;350.9585358;0.073099441;;
0.577178;50811.9;350.9219325;0.073226441;;
0.578178;50806.5;350.8846385;0.073352807;;
0.579178;50801;350.8466539;0.073479807;;
0.580178;50795.5;350.8086693;0.073606807;;
0.581178;50789.9;350.769994;0.073733807;;
0.582178;50784.2;350.7306281;0.073860808;;
0.583178;50778.4;350.6905716;0.073987808;;
0.584178;50772.5;350.6498245;0.074114808;;
0.585178;50766.6;350.6090774;0.074241808;;
0.586178;50760.6;350.5676396;0.074368809;;
0.587178;50754.5;350.5255112;0.074495809;;
0.588178;50748.2;350.4820015;0.074622809;;
0.589178;50741.9;350.4384919;0.074749809;;
0.590178;50735.5;350.3942916;0.07487681;;
0.591178;50729;350.3494007;0.07500381;;
0.592178;50722.3;350.3031285;0.075130175;;
0.593178;50715.6;350.2568563;0.075257176;;
0.594178;50708.7;350.2092029;0.075384176;;
0.595178;50701.8;350.1615495;0.075511176;;
0.596178;50694.7;350.1125148;0.075638176;;
0.597178;50687.4;350.0620988;0.075765177;;
0.598178;50680.1;350.0116829;0.075892177;;
0.599178;50672.6;349.9598857;0.076019177;;
0.600178;50665;349.9073979;0.076146177;;
0.601178;50657.3;349.8542194;0.076273178;;
0.602178;50649.4;349.7996597;0.076400178;;
0.603178;50641.3;349.7437187;0.076527178;;
0.604178;50633.1;349.6870871;0.076654178;;
0.605178;50624.7;349.6290742;0.076781179;;
0.606178;50616;349.5689894;0.076908179;;
0.607178;50606.8;349.5054515;0.077035179;;
0.608178;50597.2;349.4391511;0.077162179;;
0.609178;50587;349.3687069;0.07728918;;
0.610178;50576.2;349.2941189;0.07741618;;
0.611178;50564.7;349.2146965;0.07754318;;
0.612178;50552.5;349.1304398;0.077669545;;
0.613178;50539.7;349.0420392;0.077796546;;
0.614178;50526.2;348.9488042;0.077923546;;
0.615178;50512;348.8507348;0.078050546;;
0.616178;50496.9;348.7464498;0.078177546;;
0.617178;50480.9;348.6359491;0.078304547;;
0.618178;50464.3;348.5213046;0.078431547;;
0.619178;50447.1;348.4025163;0.078558547;;
0.620178;50429.4;348.2802749;0.078685547;;
0.621178;50411;348.1531991;0.078812548;;
0.622178;50392.1;348.0226702;0.078939548;;
0.623178;50372.7;347.888688;0.079066548;;
0.624178;50352.7;347.7505622;0.079193548;;
0.625178;50332.1;347.6082925;0.079320549;;
0.626178;50310.9;347.4618791;0.079447549;;
0.627178;50289.1;347.3113219;0.079574549;;
0.628178;50266.7;347.1566209;0.079701549;;
0.629178;50243.8;346.9984667;0.07982855;;
0.630178;50220.4;346.8368594;0.079956185;;
0.631178;50196.3;346.6704177;0.080083185;;
0.632178;50171.7;346.5005229;0.080210185;;
0.633178;50146.5;346.3264843;0.080337186;;
0.634178;50120.8;346.1489925;0.080464186;;
0.635178;50094.5;345.967357;0.080591186;;
0.636178;50067.8;345.7829589;0.080718186;;
0.637178;50040.5;345.5944171;0.080845187;;
0.638178;50012.7;345.4024221;0.080972187;;
0.639178;49984.4;345.206974;0.081099187;;
0.640178;49955.6;345.0080727;0.081226187;;
0.641178;49926.3;344.8057183;0.081353188;;
0.642178;49896.6;344.6006014;0.081480188;;
0.643178;49866.4;344.3920313;0.081607188;;
0.644178;49835.7;344.180008;0.081734188;;
0.645178;49804.4;343.963841;0.081861189;;
0.646178;49772.8;343.7456021;0.081988189;;
0.647178;49740.6;343.5232195;0.082115189;;
0.648178;49708;343.2980743;0.082242189;;
0.649178;49674.8;343.0687853;0.08236919;;
0.650178;49641.2;342.8367338;0.08249619;;
0.651178;49607.2;342.6019198;0.08262319;;
0.652178;49572.7;342.3636527;0.082750191;;
0.653178;49537.7;342.1219324;0.082877191;;
0.654178;49502.2;341.8767589;0.083004191;;
0.655178;49466.3;341.6288229;0.083131826;;
0.656178;49430;341.3781245;0.083258827;;
0.657178;49393.2;341.1239728;0.083385827;;
0.658178;49356;340.8670587;0.083512827;;
0.659178;49318.3;340.6066914;0.083639827;;
0.660178;49280.1;340.342871;0.083766828;;
0.661178;49241.5;340.076288;0.083893828;;
0.662178;49202.4;339.8062519;0.084020828;;
0.663178;49162.9;339.5334533;0.084147828;;
0.664178;49122.9;339.2572015;0.084274829;;
0.665178;49082.5;338.9781872;0.084401829;;
0.666178;49041.6;338.6957198;0.084528829;;
0.667178;49000.3;338.4104898;0.084655829;;
0.668178;48958.5;338.1218067;0.08478283;;
0.669178;48916.3;337.8303611;0.08490983;;
0.670178;48873.7;337.536153;0.08503683;;
0.671178;48830.6;337.2384917;0.08516383;;
0.672178;48787.1;336.9380679;0.085290831;;
0.673178;48743.1;336.6341909;0.085418466;;
0.674178;48698.7;336.3275515;0.085545466;;
0.675178;48653.8;336.0174589;0.085672466;;
0.676178;48608.5;335.7046037;0.085799467;;
0.677178;48562.8;335.3889861;0.085926467;;
0.678178;48516.6;335.0699153;0.086053467;;
0.679178;48470;334.748082;0.086180467;;
0.680178;48423;334.4234862;0.086307468;;
0.681178;48375.5;334.0954372;0.086434468;;
0.682178;48327.5;333.7639351;0.086561468;;
0.683178;48279.1;333.4296704;0.086688468;;
0.684178;48230.2;333.0919526;0.086815469;;
0.685178;48180.9;332.7514723;0.086942469;;
0.686178;48131.2;332.4082295;0.087069469;;
0.687178;48081;332.0615335;0.087196469;;
0.688178;48030.3;331.7113844;0.087324105;;
0.689178;47979.2;331.3584728;0.087451105;;
0.690178;47927.7;331.0027986;0.087578105;;
0.691178;47875.6;330.6429807;0.087705105;;
0.692178;47823.1;330.2804002;0.087832106;;
0.693178;47770.1;329.9143667;0.087959106;;
0.694178;47716.6;329.5448799;0.088086106;;
0.695178;47662.6;329.17194;0.088213106;;
0.696178;47608.2;328.7962376;0.088340107;;
0.697178;47553.4;328.4177727;0.088467107;;
0.698178;47498.1;328.0358546;0.088594107;;
0.699178;47442.2;327.6497928;0.088721107;;
0.700178;47385.9;327.2609684;0.088848743;;
0.701178;47329.1;326.8686909;0.088975743;;
0.702178;47271.7;326.4722696;0.089102743;;
0.703178;47213.9;326.0730858;0.089229743;;
0.704178;47155.6;325.6704488;0.089356744;;
0.705178;47096.9;325.2650494;0.089483744;;
0.706178;47037.6;324.8555061;0.089610744;;
0.707178;46977.8;324.4425097;0.089737744;;
0.708178;46917.5;324.0260602;0.089864745;;
0.709178;46856.6;323.6054669;0.089991745;;
0.710178;46795.2;323.1814204;0.090118745;;
0.711178;46733.4;322.7546114;0.09024638;;
0.712178;46671;322.3236586;0.090373381;;
0.713178;46608;321.8885621;0.090500381;;
0.714178;46544.5;321.4500124;0.090627381;;
0.715178;46480.5;321.0080096;0.090754382;;
0.716178;46416;320.5625536;0.090881382;;
0.717178;46350.9;320.1129539;0.091008382;;
0.718178;46285.3;319.659901;0.091135382;;
0.719178;46219.1;319.2027043;0.091262383;;
0.720178;46152.3;318.7413638;0.091390018;;
0.721178;46084.9;318.2758796;0.091517018;;
0.722178;46017;317.8069422;0.091644018;;
0.723178;45948.5;317.3338611;0.091771019;;
0.724178;45879.5;316.8573268;0.091898019;;
0.725178;45809.8;316.375958;0.092025019;;
0.726178;45739.6;315.8911362;0.092152019;;
0.727178;45668.8;315.4021706;0.09227902;;
0.728178;45597.3;314.9083705;0.09240602;;
0.729178;45525.2;314.4104267;0.092533655;;
0.730178;45452.5;313.9083391;0.092660655;;
0.731178;45379.3;313.4027984;0.092787656;;
0.732178;45305.4;312.8924232;0.092914656;;
0.733178;45230.8;312.3772137;0.093041656;;
0.734178;45155.6;311.8578604;0.093168656;;
0.735178;45079.7;311.3336726;0.093295657;;
0.736178;45003.1;310.8046505;0.093422657;;
0.737178;44925.7;310.2701033;0.093549657;;
0.738178;44847.7;309.7314124;0.093677292;;
0.739178;44769;309.187887;0.093804293;;
0.740178;44689.7;308.6402179;0.093931293;;
0.741178;44609.6;308.0870237;0.094058293;;
0.742178;44528.8;307.5289951;0.094185293;;
0.743178;44447.3;306.9661321;0.094312294;;
0.744178;44365.1;306.3984348;0.094439294;;
0.745178;44282.1;305.8252123;0.094566929;;
0.746178;44198.4;305.2471555;0.094693929;;
0.747178;44114;304.6642643;0.09482093;;
0.748178;44028.8;304.075848;0.09494793;;
0.749178;43942.9;303.4825973;0.09507493;;
0.750178;43856.1;302.883131;0.09520193;;
0.751178;43768.6;302.2788302;0.095328931;;
0.752178;43680.2;301.6683138;0.095456566;;
0.753178;43591.1;301.052963;0.095583566;;
0.754178;43501.1;300.4313965;0.095710566;;
0.755178;43410.4;299.8049956;0.095837567;;
0.756178;43318.9;299.1730697;0.095964567;;
0.757178;43226.4;298.5342375;0.096091567;;
0.758178;43133.1;297.8898802;0.096218567;;
0.759178;43039;297.239998;0.096346203;;
0.760178;42944;296.5839;0.096473203;;
